state_code,"county_code","value"
31,003,0.00204
35,051,0.00204
45,069,0.00204
55,129,0.00204
11,001,0.00204
48,099,0.00204
55,121,0.00204
55,125,0.00204
28,087,0.00204
28,085,0.00204
28,083,0.00204
31,179,0.00204
28,089,0.00204
48,083,0.00204
51,079,0.00204
47,005,0.00204
47,007,0.00204
47,003,0.00204
19,111,0.00204
39,141,0.00204
39,145,0.00204
19,117,0.00204
19,119,0.00204
27,007,0.00204
27,005,0.00204
27,001,0.00204
30,097,0.00204
51,077,0.00204
49,037,0.00204
51,057,0.00204
51,051,0.00204
46,021,0.00204
51,053,0.00204
19,029,0.00204
16,039,0.00204
19,025,0.00204
27,133,0.00204
16,035,0.00204
19,021,0.00204
16,031,0.00204
27,135,0.00204
12,051,0.00204
12,055,0.00204
12,059,0.00204
46,049,0.00204
46,047,0.00204
46,045,0.00204
46,043,0.00204
02,220,0.00204
51,159,0.00204
05,147,0.00204
51,155,0.00204
51,157,0.00204
48,385,0.00204
21,097,0.00204
21,095,0.00204
21,091,0.00204
05,141,0.00204
55,001,0.00204
21,099,0.00204
26,063,0.00204
26,061,0.00204
26,069,0.00204
17,189,0.00204
17,181,0.00204
17,187,0.00204
05,079,0.00204
05,073,0.00204
05,071,0.00204
05,077,0.00204
05,075,0.00204
02,150,0.00204
48,325,0.00204
48,327,0.00204
48,101,0.00204
48,103,0.00204
48,105,0.00204
39,067,0.00204
48,109,0.00204
48,459,0.00204
13,099,0.00204
13,093,0.00204
13,091,0.00204
13,259,0.00204
48,213,0.00204
13,257,0.00204
13,251,0.00204
13,253,0.00204
09,015,0.00204
09,011,0.00204
09,013,0.00204
48,075,0.00204
48,077,0.00204
48,071,0.00204
48,073,0.00204
26,005,0.00204
20,059,0.00204
24,023,0.00204
20,055,0.00204
20,057,0.00204
20,053,0.00204
40,147,0.00204
40,141,0.00204
40,149,0.00204
72,079,0.00204
53,007,0.00204
01,133,0.00204
01,131,0.00204
53,009,0.00204
54,025,0.00204
54,023,0.00204
54,021,0.00204
55,037,0.00204
53,003,0.00204
01,009,0.00204
01,007,0.00204
01,005,0.00204
01,001,0.00204
08,053,0.00204
08,051,0.00204
08,057,0.00204
08,055,0.00204
31,017,0.00204
31,015,0.00204
30,019,0.00204
31,013,0.00204
31,011,0.00204
15,007,0.00204
48,507,0.00204
30,065,0.00204
15,001,0.00204
15,009,0.00204
39,023,0.00204
23,011,0.00204
28,091,0.00204
23,013,0.00204
28,093,0.00204
23,015,0.00204
28,095,0.00204
23,017,0.00204
28,097,0.00204
28,099,0.00204
31,169,0.00204
47,079,0.00204
49,025,0.00204
47,071,0.00204
47,073,0.00204
47,075,0.00204
55,061,0.00204
27,039,0.00204
19,101,0.00204
51,036,0.00204
19,107,0.00204
55,067,0.00204
19,105,0.00204
27,033,0.00204
27,031,0.00204
19,109,0.00204
27,035,0.00204
47,105,0.00204
47,101,0.00204
48,393,0.00204
47,109,0.00204
27,107,0.00204
27,105,0.00204
27,103,0.00204
27,101,0.00204
29,067,0.00204
48,455,0.00204
16,029,0.00204
72,047,0.00204
19,039,0.00204
19,037,0.00204
16,023,0.00204
19,031,0.00204
05,099,0.00204
72,043,0.00204
12,043,0.00204
12,041,0.00204
12,047,0.00204
48,395,0.00204
12,045,0.00204
12,049,0.00204
72,125,0.00204
46,059,0.00204
46,051,0.00204
02,232,0.00204
46,055,0.00204
46,057,0.00204
72,121,0.00204
51,143,0.00204
29,069,0.00204
51,147,0.00204
56,021,0.00204
51,145,0.00204
33,019,0.00204
21,081,0.00204
02,090,0.00204
21,087,0.00204
51,830,0.00204
26,071,0.00204
26,079,0.00204
05,065,0.00204
05,067,0.00204
05,061,0.00204
05,063,0.00204
51,063,0.00204
17,153,0.00204
48,269,0.00204
17,151,0.00204
46,071,0.00204
17,157,0.00204
17,155,0.00204
17,159,0.00204
46,077,0.00204
13,319,0.00204
13,315,0.00204
13,317,0.00204
13,311,0.00204
48,185,0.00204
17,083,0.00204
17,085,0.00204
17,087,0.00204
42,109,0.00204
49,027,0.00204
48,463,0.00204
48,461,0.00204
20,119,0.00204
20,115,0.00204
20,117,0.00204
20,113,0.00204
36,123,0.00204
13,229,0.00204
48,263,0.00204
48,265,0.00204
48,267,0.00204
13,221,0.00204
13,223,0.00204
13,225,0.00204
13,227,0.00204
51,640,0.00204
55,091,0.00204
40,049,0.00204
40,045,0.00204
40,047,0.00204
40,041,0.00204
40,043,0.00204
09,007,0.00204
09,005,0.00204
09,003,0.00204
09,001,0.00204
48,001,0.00204
40,001,0.00204
48,003,0.00204
48,005,0.00204
09,009,0.00204
20,029,0.00204
24,037,0.00204
24,035,0.00204
20,021,0.00204
20,023,0.00204
20,025,0.00204
20,027,0.00204
24,039,0.00204
13,137,0.00204
13,131,0.00204
13,133,0.00204
55,051,0.00204
40,139,0.00204
72,141,0.00204
55,053,0.00204
72,069,0.00204
72,067,0.00204
72,065,0.00204
56,017,0.00204
72,061,0.00204
54,013,0.00204
54,017,0.00204
54,015,0.00204
54,019,0.00204
48,487,0.00204
38,019,0.00204
48,483,0.00204
30,075,0.00204
38,011,0.00204
38,013,0.00204
01,039,0.00204
01,033,0.00204
01,031,0.00204
01,037,0.00204
01,035,0.00204
30,007,0.00204
31,029,0.00204
30,005,0.00204
30,003,0.00204
31,023,0.00204
08,067,0.00204
31,021,0.00204
08,065,0.00204
31,027,0.00204
08,063,0.00204
31,025,0.00204
08,061,0.00204
55,027,0.00204
51,540,0.00204
23,003,0.00204
28,069,0.00204
23,007,0.00204
31,159,0.00204
28,065,0.00204
28,067,0.00204
23,009,0.00204
28,061,0.00204
28,063,0.00204
27,025,0.00204
27,021,0.00204
27,023,0.00204
47,061,0.00204
27,029,0.00204
40,131,0.00204
55,071,0.00204
55,077,0.00204
55,075,0.00204
19,137,0.00204
19,135,0.00204
19,133,0.00204
40,133,0.00204
19,131,0.00204
50,021,0.00204
50,027,0.00204
40,137,0.00204
47,117,0.00204
08,085,0.00204
08,087,0.00204
08,081,0.00204
08,083,0.00204
27,119,0.00204
08,089,0.00204
40,035,0.00204
28,115,0.00204
19,009,0.00204
28,111,0.00204
28,113,0.00204
19,003,0.00204
39,053,0.00204
19,001,0.00204
19,007,0.00204
19,005,0.00204
12,079,0.00204
06,089,0.00204
12,077,0.00204
12,075,0.00204
49,011,0.00204
51,175,0.00204
51,173,0.00204
51,171,0.00204
49,013,0.00204
42,093,0.00204
48,449,0.00204
49,015,0.00204
46,081,0.00204
46,087,0.00204
49,017,0.00204
46,085,0.00204
49,055,0.00204
46,089,0.00204
49,051,0.00204
72,003,0.00204
49,053,0.00204
72,063,0.00204
21,075,0.00204
21,077,0.00204
21,071,0.00204
26,089,0.00204
26,085,0.00204
26,087,0.00204
26,083,0.00204
05,011,0.00204
05,013,0.00204
05,015,0.00204
05,017,0.00204
05,019,0.00204
21,219,0.00204
17,149,0.00204
21,211,0.00204
17,145,0.00204
21,213,0.00204
21,217,0.00204
21,189,0.00204
13,309,0.00204
21,181,0.00204
13,307,0.00204
21,183,0.00204
13,305,0.00204
21,185,0.00204
13,303,0.00204
21,187,0.00204
13,301,0.00204
12,093,0.00204
06,069,0.00204
48,473,0.00204
48,475,0.00204
48,477,0.00204
05,129,0.00204
20,109,0.00204
20,107,0.00204
20,105,0.00204
05,121,0.00204
20,101,0.00204
51,075,0.00204
55,021,0.00204
51,073,0.00204
13,239,0.00204
48,275,0.00204
13,233,0.00204
13,231,0.00204
13,237,0.00204
13,235,0.00204
41,055,0.00204
41,057,0.00204
05,049,0.00204
40,059,0.00204
44,005,0.00204
40,057,0.00204
44,007,0.00204
40,055,0.00204
40,053,0.00204
44,003,0.00204
40,051,0.00204
48,019,0.00204
48,013,0.00204
48,011,0.00204
29,093,0.00204
48,017,0.00204
29,091,0.00204
48,015,0.00204
20,039,0.00204
20,033,0.00204
24,009,0.00204
20,031,0.00204
37,087,0.00204
13,125,0.00204
37,083,0.00204
40,129,0.00204
72,059,0.00204
72,053,0.00204
72,051,0.00204
72,057,0.00204
72,055,0.00204
72,054,0.00204
54,009,0.00204
54,007,0.00204
01,025,0.00204
48,497,0.00204
01,027,0.00204
48,495,0.00204
01,021,0.00204
48,493,0.00204
01,023,0.00204
38,009,0.00204
38,007,0.00204
38,005,0.00204
38,003,0.00204
38,001,0.00204
08,079,0.00204
30,031,0.00204
30,037,0.00204
30,035,0.00204
08,071,0.00204
08,073,0.00204
08,075,0.00204
18,037,0.00204
18,031,0.00204
72,133,0.00204
30,001,0.00204
31,149,0.00204
28,079,0.00204
01,119,0.00204
28,077,0.00204
35,041,0.00204
29,079,0.00204
28,073,0.00204
28,071,0.00204
47,057,0.00204
47,055,0.00204
47,051,0.00204
27,051,0.00204
27,055,0.00204
27,057,0.00204
27,059,0.00204
30,009,0.00204
50,017,0.00204
19,129,0.00204
50,013,0.00204
50,011,0.00204
55,047,0.00204
19,121,0.00204
55,045,0.00204
19,123,0.00204
55,043,0.00204
50,019,0.00204
31,035,0.00204
35,003,0.00204
31,037,0.00204
35,005,0.00204
31,031,0.00204
35,007,0.00204
31,033,0.00204
35,009,0.00204
31,039,0.00204
48,441,0.00204
48,443,0.00204
47,123,0.00204
47,127,0.00204
48,445,0.00204
47,129,0.00204
08,097,0.00204
08,095,0.00204
19,017,0.00204
08,093,0.00204
08,091,0.00204
19,019,0.00204
08,099,0.00204
28,103,0.00204
39,001,0.00204
28,109,0.00204
72,083,0.00204
06,091,0.00204
06,093,0.00204
12,063,0.00204
12,065,0.00204
12,067,0.00204
29,211,0.00204
51,163,0.00204
51,165,0.00204
51,167,0.00204
51,169,0.00204
72,109,0.00204
29,215,0.00204
29,217,0.00204
46,095,0.00204
46,097,0.00204
46,091,0.00204
46,093,0.00204
21,069,0.00204
21,063,0.00204
21,061,0.00204
72,101,0.00204
26,097,0.00204
26,095,0.00204
01,105,0.00204
56,043,0.00204
30,099,0.00204
05,003,0.00204
05,001,0.00204
56,041,0.00204
72,107,0.00204
05,005,0.00204
05,009,0.00204
17,139,0.00204
31,157,0.00204
21,203,0.00204
17,133,0.00204
21,201,0.00204
17,135,0.00204
21,207,0.00204
21,205,0.00204
21,199,0.00204
21,193,0.00204
21,191,0.00204
21,195,0.00204
12,087,0.00204
02,164,0.00204
12,089,0.00204
48,169,0.00204
17,047,0.00204
05,139,0.00204
05,137,0.00204
05,135,0.00204
20,137,0.00204
20,135,0.00204
13,207,0.00204
13,201,0.00204
13,209,0.00204
48,247,0.00204
48,243,0.00204
48,241,0.00204
40,069,0.00204
41,045,0.00204
45,011,0.00204
29,073,0.00204
40,063,0.00204
40,061,0.00204
40,067,0.00204
40,065,0.00204
41,049,0.00204
20,007,0.00204
29,089,0.00204
20,005,0.00204
46,017,0.00204
20,003,0.00204
20,001,0.00204
29,081,0.00204
29,083,0.00204
29,085,0.00204
24,011,0.00204
37,091,0.00204
13,111,0.00204
37,093,0.00204
37,095,0.00204
12,007,0.00204
40,117,0.00204
37,099,0.00204
13,119,0.00204
40,113,0.00204
40,111,0.00204
46,019,0.00204
54,043,0.00204
54,071,0.00204
54,073,0.00204
54,075,0.00204
54,077,0.00204
38,039,0.00204
01,053,0.00204
01,057,0.00204
38,033,0.00204
38,031,0.00204
38,037,0.00204
47,067,0.00204
51,105,0.00204
51,790,0.00204
34,019,0.00204
55,073,0.00204
30,025,0.00204
30,027,0.00204
30,021,0.00204
30,023,0.00204
54,105,0.00204
18,027,0.00204
18,025,0.00204
54,101,0.00204
18,023,0.00204
54,103,0.00204
54,109,0.00204
38,105,0.00204
38,103,0.00204
51,009,0.00204
23,029,0.00204
29,065,0.00204
29,063,0.00204
29,061,0.00204
28,043,0.00204
23,021,0.00204
28,041,0.00204
23,023,0.00204
23,025,0.00204
23,027,0.00204
47,041,0.00204
47,047,0.00204
47,049,0.00204
27,043,0.00204
27,041,0.00204
53,049,0.00204
50,001,0.00204
50,003,0.00204
50,005,0.00204
50,009,0.00204
51,570,0.00204
55,055,0.00204
55,057,0.00204
31,041,0.00204
35,011,0.00204
31,045,0.00204
35,017,0.00204
31,047,0.00204
35,015,0.00204
31,049,0.00204
35,019,0.00204
51,683,0.00204
47,139,0.00204
50,023,0.00204
47,135,0.00204
47,137,0.00204
47,131,0.00204
47,133,0.00204
39,071,0.00204
19,063,0.00204
39,073,0.00204
39,075,0.00204
19,067,0.00204
19,069,0.00204
39,079,0.00204
28,133,0.00204
28,131,0.00204
28,137,0.00204
28,135,0.00204
28,139,0.00204
22,105,0.00204
51,199,0.00204
51,195,0.00204
51,197,0.00204
16,049,0.00204
51,191,0.00204
51,193,0.00204
22,081,0.00204
22,083,0.00204
40,011,0.00204
22,085,0.00204
22,087,0.00204
16,047,0.00204
22,089,0.00204
16,045,0.00204
02,280,0.00204
02,282,0.00204
16,043,0.00204
21,053,0.00204
21,051,0.00204
16,041,0.00204
21,057,0.00204
21,055,0.00204
51,149,0.00204
21,237,0.00204
21,235,0.00204
21,233,0.00204
21,231,0.00204
05,039,0.00204
53,045,0.00204
05,037,0.00204
53,047,0.00204
05,035,0.00204
21,239,0.00204
17,129,0.00204
13,321,0.00204
17,123,0.00204
17,127,0.00204
17,125,0.00204
48,179,0.00204
56,019,0.00204
72,087,0.00204
26,135,0.00204
06,043,0.00204
26,137,0.00204
06,041,0.00204
26,131,0.00204
26,133,0.00204
06,045,0.00204
02,110,0.00204
06,049,0.00204
20,125,0.00204
20,127,0.00204
20,121,0.00204
20,123,0.00204
20,129,0.00204
17,057,0.00204
17,055,0.00204
17,053,0.00204
12,133,0.00204
05,103,0.00204
05,101,0.00204
05,107,0.00204
05,105,0.00204
13,211,0.00204
13,213,0.00204
13,217,0.00204
27,117,0.00204
48,259,0.00204
02,020,0.00204
48,253,0.00204
48,255,0.00204
45,005,0.00204
45,009,0.00204
20,011,0.00204
20,013,0.00204
20,017,0.00204
20,019,0.00204
28,117,0.00204
37,069,0.00204
13,105,0.00204
13,107,0.00204
13,101,0.00204
13,103,0.00204
48,221,0.00204
29,181,0.00204
38,025,0.00204
38,027,0.00204
29,185,0.00204
38,021,0.00204
29,186,0.00204
54,063,0.00204
38,029,0.00204
54,065,0.00204
01,043,0.00204
01,041,0.00204
01,047,0.00204
28,119,0.00204
01,049,0.00204
40,075,0.00204
05,109,0.00204
48,059,0.00204
30,059,0.00204
72,149,0.00204
30,051,0.00204
30,053,0.00204
17,051,0.00204
30,055,0.00204
05,043,0.00204
18,013,0.00204
18,017,0.00204
18,015,0.00204
48,383,0.00204
28,055,0.00204
28,057,0.00204
28,051,0.00204
28,053,0.00204
28,059,0.00204
48,387,0.00204
29,051,0.00204
29,057,0.00204
29,055,0.00204
72,039,0.00204
29,059,0.00204
17,059,0.00204
72,019,0.00204
72,017,0.00204
27,079,0.00204
27,077,0.00204
31,185,0.00204
27,075,0.00204
27,073,0.00204
31,181,0.00204
27,071,0.00204
31,183,0.00204
72,013,0.00204
31,051,0.00204
31,057,0.00204
35,029,0.00204
35,027,0.00204
31,059,0.00204
35,023,0.00204
35,021,0.00204
55,083,0.00204
55,081,0.00204
55,087,0.00204
55,085,0.00204
51,690,0.00204
47,141,0.00204
47,143,0.00204
47,145,0.00204
19,073,0.00204
19,071,0.00204
19,077,0.00204
19,079,0.00204
38,047,0.00204
39,083,0.00204
28,129,0.00204
35,057,0.00204
28,125,0.00204
28,127,0.00204
28,121,0.00204
28,123,0.00204
16,081,0.00204
16,087,0.00204
16,085,0.00204
51,610,0.00204
51,187,0.00204
51,185,0.00204
51,183,0.00204
51,181,0.00204
27,095,0.00204
22,093,0.00204
27,097,0.00204
22,091,0.00204
27,091,0.00204
22,097,0.00204
27,093,0.00204
22,095,0.00204
22,099,0.00204
21,045,0.00204
21,047,0.00204
21,041,0.00204
17,203,0.00204
02,290,0.00204
21,049,0.00204
53,023,0.00204
48,033,0.00204
48,035,0.00204
72,005,0.00204
51,678,0.00204
21,221,0.00204
21,223,0.00204
05,021,0.00204
21,229,0.00204
05,023,0.00204
53,055,0.00204
05,027,0.00204
53,051,0.00204
36,097,0.00204
36,095,0.00204
26,127,0.00204
26,123,0.00204
42,081,0.00204
02,100,0.00204
06,051,0.00204
26,129,0.00204
20,151,0.00204
05,117,0.00204
20,155,0.00204
20,157,0.00204
20,159,0.00204
17,067,0.00204
17,065,0.00204
17,069,0.00204
48,421,0.00204
56,029,0.00204
30,077,0.00204
48,427,0.00204
48,425,0.00204
30,073,0.00204
45,033,0.00204
45,037,0.00204
30,071,0.00204
41,065,0.00204
45,039,0.00204
41,061,0.00204
41,063,0.00204
48,283,0.00204
48,281,0.00204
48,287,0.00204
48,285,0.00204
48,289,0.00204
36,077,0.00204
36,073,0.00204
37,079,0.00204
13,171,0.00204
13,173,0.00204
37,075,0.00204
13,175,0.00204
37,073,0.00204
54,057,0.00204
54,055,0.00204
54,053,0.00204
32,021,0.00204
54,059,0.00204
38,051,0.00204
38,053,0.00204
38,055,0.00204
29,197,0.00204
38,057,0.00204
29,195,0.00204
38,059,0.00204
29,199,0.00204
01,079,0.00204
01,075,0.00204
01,071,0.00204
13,005,0.00204
13,007,0.00204
13,001,0.00204
13,003,0.00204
40,009,0.00204
01,091,0.00204
01,093,0.00204
30,043,0.00204
30,041,0.00204
01,099,0.00204
30,045,0.00204
72,007,0.00204
18,009,0.00204
18,005,0.00204
18,001,0.00204
20,205,0.00204
20,207,0.00204
40,103,0.00204
20,201,0.00204
20,203,0.00204
18,171,0.00204
40,105,0.00204
37,107,0.00204
29,049,0.00204
29,045,0.00204
29,041,0.00204
29,043,0.00204
31,091,0.00204
27,069,0.00204
51,515,0.00204
27,061,0.00204
27,063,0.00204
48,197,0.00204
27,065,0.00204
27,067,0.00204
34,037,0.00204
35,039,0.00204
31,069,0.00204
31,067,0.00204
35,031,0.00204
31,065,0.00204
35,033,0.00204
31,063,0.00204
35,035,0.00204
31,061,0.00204
35,037,0.00204
51,021,0.00204
55,099,0.00204
55,015,0.00204
19,191,0.00204
55,095,0.00204
19,195,0.00204
19,197,0.00204
55,093,0.00204
31,085,0.00204
31,087,0.00204
47,159,0.00204
31,081,0.00204
31,083,0.00204
46,037,0.00204
47,153,0.00204
47,151,0.00204
31,089,0.00204
48,045,0.00204
46,035,0.00204
51,027,0.00204
19,047,0.00204
19,043,0.00204
19,041,0.00204
39,091,0.00204
28,159,0.00204
51,029,0.00204
28,153,0.00204
46,031,0.00204
28,155,0.00204
28,157,0.00204
38,023,0.00204
48,379,0.00204
48,343,0.00204
48,049,0.00204
54,067,0.00204
27,087,0.00204
27,085,0.00204
27,083,0.00204
27,081,0.00204
27,089,0.00204
21,031,0.00204
21,033,0.00204
21,039,0.00204
22,045,0.00204
39,111,0.00204
22,047,0.00204
22,041,0.00204
48,375,0.00204
22,043,0.00204
18,179,0.00204
22,049,0.00204
28,141,0.00204
37,169,0.00204
56,015,0.00204
17,101,0.00204
53,069,0.00204
17,103,0.00204
56,011,0.00204
17,105,0.00204
56,013,0.00204
17,107,0.00204
17,109,0.00204
53,065,0.00204
36,089,0.00204
21,149,0.00204
21,147,0.00204
21,143,0.00204
02,130,0.00204
26,113,0.00204
40,077,0.00204
49,019,0.00204
26,119,0.00204
06,027,0.00204
20,143,0.00204
20,141,0.00204
20,147,0.00204
20,145,0.00204
48,195,0.00204
17,079,0.00204
17,075,0.00204
17,077,0.00204
48,413,0.00204
41,019,0.00204
45,029,0.00204
45,025,0.00204
41,013,0.00204
41,015,0.00204
45,023,0.00204
48,299,0.00204
29,219,0.00204
48,295,0.00204
48,297,0.00204
53,025,0.00204
48,291,0.00204
48,293,0.00204
02,170,0.00204
13,169,0.00204
37,043,0.00204
13,163,0.00204
37,041,0.00204
13,161,0.00204
13,165,0.00204
54,041,0.00204
54,045,0.00204
54,047,0.00204
06,063,0.00204
38,043,0.00204
38,041,0.00204
30,057,0.00204
38,045,0.00204
38,049,0.00204
53,019,0.00204
01,061,0.00204
01,063,0.00204
01,065,0.00204
01,067,0.00204
13,017,0.00204
13,013,0.00204
30,109,0.00204
13,011,0.00204
30,107,0.00204
30,105,0.00204
30,103,0.00204
30,101,0.00204
01,087,0.00204
01,085,0.00204
01,083,0.00204
17,049,0.00204
18,073,0.00204
18,075,0.00204
18,077,0.00204
28,031,0.00204
28,037,0.00204
28,039,0.00204
29,039,0.00204
37,131,0.00204
29,033,0.00204
29,035,0.00204
47,099,0.00204
47,091,0.00204
47,097,0.00204
47,095,0.00204
16,037,0.00204
18,101,0.00204
18,103,0.00204
08,125,0.00204
19,027,0.00204
08,121,0.00204
39,037,0.00204
16,033,0.00204
29,145,0.00204
31,079,0.00204
29,147,0.00204
29,141,0.00204
19,023,0.00204
29,143,0.00204
31,071,0.00204
31,073,0.00204
29,149,0.00204
31,075,0.00204
30,079,0.00204
31,077,0.00204
47,167,0.00204
19,189,0.00204
47,161,0.00204
19,183,0.00204
47,169,0.00204
19,185,0.00204
31,097,0.00204
31,095,0.00204
31,093,0.00204
31,099,0.00204
19,059,0.00204
05,127,0.00204
49,021,0.00204
19,051,0.00204
19,053,0.00204
19,057,0.00204
31,141,0.00204
28,149,0.00204
28,143,0.00204
05,123,0.00204
28,147,0.00204
28,145,0.00204
37,113,0.00204
72,131,0.00204
22,123,0.00204
22,121,0.00204
22,127,0.00204
22,125,0.00204
49,023,0.00204
31,143,0.00204
72,135,0.00204
39,135,0.00204
39,131,0.00204
51,720,0.00204
72,137,0.00204
21,023,0.00204
21,021,0.00204
21,027,0.00204
21,025,0.00204
22,057,0.00204
25,019,0.00204
22,055,0.00204
22,053,0.00204
22,051,0.00204
22,059,0.00204
06,109,0.00204
31,145,0.00204
06,105,0.00204
48,271,0.00204
56,007,0.00204
56,003,0.00204
56,001,0.00204
53,031,0.00204
56,009,0.00204
21,159,0.00204
21,155,0.00204
21,153,0.00204
02,122,0.00204
31,147,0.00204
49,001,0.00204
26,109,0.00204
49,005,0.00204
06,033,0.00204
26,105,0.00204
26,107,0.00204
26,101,0.00204
48,359,0.00204
40,107,0.00204
20,179,0.00204
20,175,0.00204
20,171,0.00204
17,009,0.00204
46,041,0.00204
17,001,0.00204
44,009,0.00204
17,003,0.00204
17,005,0.00204
17,007,0.00204
53,071,0.00204
02,016,0.00204
02,013,0.00204
41,003,0.00204
45,053,0.00204
40,033,0.00204
41,007,0.00204
45,057,0.00204
29,203,0.00204
29,207,0.00204
29,205,0.00204
29,209,0.00204
13,157,0.00204
37,055,0.00204
13,155,0.00204
37,053,0.00204
13,159,0.00204
33,003,0.00204
33,007,0.00204
48,023,0.00204
55,109,0.00204
48,175,0.00204
48,177,0.00204
48,171,0.00204
38,079,0.00204
38,077,0.00204
38,075,0.00204
38,073,0.00204
48,407,0.00204
38,071,0.00204
20,195,0.00204
20,197,0.00204
20,191,0.00204
20,193,0.00204
20,199,0.00204
13,023,0.00204
13,027,0.00204
13,025,0.00204
13,029,0.00204
40,023,0.00204
55,013,0.00204
35,028,0.00204
18,065,0.00204
28,009,0.00204
28,007,0.00204
28,005,0.00204
28,003,0.00204
72,009,0.00204
29,029,0.00204
29,023,0.00204
29,025,0.00204
08,119,0.00204
18,113,0.00204
18,111,0.00204
08,113,0.00204
08,111,0.00204
08,117,0.00204
08,115,0.00204
45,077,0.00204
51,007,0.00204
40,123,0.00204
38,095,0.00204
29,157,0.00204
38,097,0.00204
29,155,0.00204
38,091,0.00204
29,153,0.00204
38,093,0.00204
29,151,0.00204
30,069,0.00204
38,099,0.00204
47,171,0.00204
47,173,0.00204
37,115,0.00204
40,125,0.00204
51,005,0.00204
47,085,0.00204
47,087,0.00204
47,083,0.00204
47,089,0.00204
19,081,0.00204
37,117,0.00204
22,113,0.00204
19,085,0.00204
16,055,0.00204
19,089,0.00204
16,051,0.00204
16,053,0.00204
51,003,0.00204
04,009,0.00204
04,001,0.00204
04,005,0.00204
04,007,0.00204
39,127,0.00204
39,125,0.00204
51,083,0.00204
51,081,0.00204
39,121,0.00204
72,015,0.00204
31,155,0.00204
51,089,0.00204
25,007,0.00204
21,019,0.00204
21,017,0.00204
21,013,0.00204
21,011,0.00204
22,063,0.00204
42,065,0.00204
22,061,0.00204
22,067,0.00204
22,065,0.00204
51,001,0.00204
22,069,0.00204
42,067,0.00204
46,111,0.00204
46,113,0.00204
49,009,0.00204
46,115,0.00204
46,117,0.00204
48,389,0.00204
46,119,0.00204
42,061,0.00204
49,033,0.00204
51,660,0.00204
56,033,0.00204
56,031,0.00204
56,037,0.00204
56,035,0.00204
56,039,0.00204
72,001,0.00204
21,169,0.00204
32,033,0.00204
21,163,0.00204
21,161,0.00204
21,167,0.00204
21,165,0.00204
06,005,0.00204
06,003,0.00204
49,031,0.00204
51,049,0.00204
06,009,0.00204
31,151,0.00204
49,039,0.00204
46,025,0.00204
46,027,0.00204
02,240,0.00204
46,023,0.00204
05,149,0.00204
20,163,0.00204
20,165,0.00204
20,167,0.00204
51,043,0.00204
48,353,0.00204
51,590,0.00204
17,013,0.00204
17,017,0.00204
17,015,0.00204
48,193,0.00204
51,047,0.00204
51,017,0.00204
02,068,0.00204
26,007,0.00204
26,001,0.00204
51,045,0.00204
26,003,0.00204
02,060,0.00204
55,049,0.00204
26,009,0.00204
48,505,0.00204
45,049,0.00204
48,501,0.00204
48,503,0.00204
48,499,0.00204
13,141,0.00204
13,143,0.00204
13,145,0.00204
13,147,0.00204
37,029,0.00204
13,149,0.00204
05,093,0.00204
05,095,0.00204
05,097,0.00204
42,105,0.00204
36,049,0.00204
17,169,0.00204
36,041,0.00204
72,153,0.00204
48,097,0.00204
38,069,0.00204
48,165,0.00204
48,163,0.00204
48,161,0.00204
38,061,0.00204
38,063,0.00204
38,065,0.00204
38,067,0.00204
20,187,0.00204
20,185,0.00204
20,183,0.00204
20,181,0.00204
20,189,0.00204
41,037,0.00204
40,039,0.00204
41,035,0.00204
41,033,0.00204
41,031,0.00204
13,035,0.00204
72,151,0.00204
13,037,0.00204
13,033,0.00204
30,033,0.00204
18,055,0.00204
48,095,0.00204
31,163,0.00204
29,017,0.00204
28,019,0.00204
29,015,0.00204
29,013,0.00204
72,127,0.00204
29,011,0.00204
28,011,0.00204
28,013,0.00204
28,015,0.00204
28,017,0.00204
51,037,0.00204
30,039,0.00204
08,105,0.00204
08,107,0.00204
08,103,0.00204
08,109,0.00204
18,123,0.00204
18,121,0.00204
18,125,0.00204
51,520,0.00204
31,161,0.00204
18,129,0.00204
55,041,0.00204
29,163,0.00204
38,087,0.00204
38,085,0.00204
29,167,0.00204
38,083,0.00204
38,081,0.00204
30,095,0.00204
40,121,0.00204
29,169,0.00204
30,091,0.00204
47,185,0.00204
46,015,0.00204
49,007,0.00204
47,181,0.00204
47,183,0.00204
48,451,0.00204
31,167,0.00204
72,123,0.00204
48,457,0.00204
28,161,0.00204
28,163,0.00204
48,107,0.00204
48,345,0.00204
40,127,0.00204
53,013,0.00204
48,031,0.00204
22,101,0.00204
22,103,0.00204
22,107,0.00204
22,109,0.00204
19,097,0.00204
19,091,0.00204
19,093,0.00204
31,165,0.00204
44,001,0.00204
04,012,0.00204
04,011,0.00204
04,017,0.00204
04,015,0.00204
51,091,0.00204
32,510,0.00204
51,093,0.00204
39,117,0.00204
51,095,0.00204
39,115,0.00204
51,097,0.00204
51,099,0.00204
21,009,0.00204
21,001,0.00204
21,003,0.00204
21,005,0.00204
21,007,0.00204
48,357,0.00204
22,079,0.00204
22,075,0.00204
22,077,0.00204
22,071,0.00204
22,073,0.00204
29,075,0.00204
46,101,0.00204
46,107,0.00204
46,105,0.00204
48,341,0.00204
46,109,0.00204
27,165,0.00204
53,017,0.00204
27,167,0.00204
27,161,0.00204
72,117,0.00204
21,175,0.00204
53,043,0.00204
21,177,0.00204
21,171,0.00204
21,173,0.00204
56,027,0.00204
56,023,0.00204
32,027,0.00204
