lat,lon,value
40.0047652,-75.00171055,633
41.50698707,-87.04693314,38
30.43382127,-81.68965938,44
42.67041373,-83.23506633,224
35.20909449,-80.76391765,75
43.03032392,-78.7483056,57
32.976051,-80.073023,28
41.90309146,-88.00973629,322
40.06983779,-75.18736114,633
41.58926928,-93.76276969,47
42.9003589,-85.59777345,85
29.88475318,-95.46838764,143
39.9597312,-74.99810005,633
32.82788512,-117.19055694,100
39.532046,-119.8122302,11
40.83524754,-72.79079638,246
42.34997238,-91.47918228,8
40.37451178,-79.98532492,146
41.5694285,-93.702048,47
41.13171195,-95.95151414,35
29.69821103,-98.66303654,20
36.0766817,-79.9533876,40
40.09458,-75.12742,633
43.23468167,-75.12337385,28
34.168557,-118.09743812,131
34.40230755,-77.62375053,16
41.93768437,-87.96957708,322
35.4448213,-88.6358689,60
41.84209091,-94.10282484,47
33.92231937,-84.57283017,62
47.86163979,-122.18027525,24
41.7435322,-87.66894125,322
41.71492636,-88.0658738,322
33.83632585,-117.31284396,131
29.27421461,-94.84350177,21
38.94280054,-104.77798784,26
41.11014983,-73.79564962,465
41.9994235,-72.59448081,246
42.92472241,-78.80425564,60
41.4989663,-73.96956283,465
40.72344741,-74.06554097,687
48.72436976,-122.49128516,3
36.44300457,-86.31793899,60
39.92257517,-75.2562904,633
35.76133773,-95.37902623,16
40.81982887,-74.16694674,465
42.24605786,-71.90880932,56
40.62740661,-74.14903699,687
41.233888,-73.17743909,465
41.65949379,-70.89335466,181
29.74994232,-90.13354794,29
31.1429754,-85.4698676,3
32.75239441,-83.77549328,26
35.6562306,-88.40538025,8
46.99228224,-122.90262152,95
42.73236219,-84.50086281,85
40.98434529,-76.0394124,33
32.29142911,-95.32451129,6
36.17087142,-82.799713,20
25.9582054,-97.47155188,38
40.4020187,-81.3428628,65
43.469869,-111.99208,4
39.25531103,-81.63970688,29
40.92791474,-72.96265851,246
41.10133083,-73.43952161,465
40.06437357,-75.17637139,633
41.59586689,-87.55910506,322
38.0584439,-85.7140137,126
41.91394942,-87.64038532,322
39.1752872,-86.55188235,17
38.9938182,-76.9911314,125
40.7987276,-81.5234287,150
40.84506402,-73.98080184,465
38.78071516,-76.21721153,125
37.68409927,-96.86451693,1
40.13785836,-74.28282164,687
36.08802161,-115.03229865,57
32.63518278,-96.90656869,116
32.48364164,-97.36357913,70
41.2426132,-87.645664,322
41.83777488,-94.10554903,47
26.16178836,-97.91119924,38
40.78943623,-81.46298447,150
34.07536061,-118.28262524,206
42.33333394,-71.12721059,271
43.19831522,-76.1842607,58
28.00084411,-82.50537869,80
43.03529098,-74.98815702,28
42.95476995,-88.0560866,186
38.80695833,-77.13900433,125
41.69030357,-88.22389224,322
40.0874523,-74.9817803,633
35.24621396,-81.66961947,20
40.7927063,-81.50324306,150
40.86533782,-73.35960138,465
40.32854521,-75.98923294,93
34.0180384,-86.0815154,18
42.16979,-72.46187,246
27.20703909,-81.86236538,80
40.61660254,-75.38997311,633
40.69413068,-73.9123389,687
39.13338336,-76.55081698,125
37.9887897,-87.565987,17
40.00438326,-74.88760846,633
30.72478494,-95.5153381,143
31.06268016,-97.68929025,20
32.57333727,-94.84033238,3
38.60813515,-75.94463442,125
41.28799895,-72.80126978,246
29.73379266,-95.40678562,143
43.0818597,-78.91377362,60
33.68893437,-117.86491512,100
39.90248322,-75.30342578,633
43.10210958,-87.99789121,186
33.47831142,-111.91083334,68
40.42946676,-79.66335804,146
41.24692101,-75.87588446,74
38.98207704,-84.52752683,126
36.6866903,-121.6210294,81
41.64475358,-83.61470737,99
42.10584102,-72.64746431,246
39.65087509,-78.92828369,146
34.71360262,-77.35426719,16
36.8019615,-76.26946588,41
38.78735647,-76.0730768,125
35.5359209,-81.1269056,75
42.44234154,-83.1813294,224
40.67128321,-75.21185699,633
41.65676657,-83.47278376,99
45.65749115,-122.51226637,74
28.1996418,-81.1491343,60
40.62246482,-73.73752576,687
35.57754355,-95.47276616,16
37.51900174,-77.36913182,31
34.1014122,-116.39998723,4
41.86062033,-73.96451729,465
32.48359648,-93.66529161,12
33.435976,-112.0137319,68
40.27470136,-111.72936419,32
41.49004391,-90.58129559,44
32.65623713,-79.94871989,28
40.14157584,-75.37332759,633
40.0975061,-74.0822199,687
38.31948646,-104.62925051,26
27.29498853,-82.43674985,80
41.43035833,-82.08211471,174
42.3731307,-88.1532661,186
42.41771957,-96.41913244,20
40.7624629,-73.9823644,687
33.79134907,-84.59249277,62
40.05293296,-84.18224969,117
41.31792293,-81.56506109,174
41.35086362,-82.06387962,174
32.93911918,-97.06342595,70
34.56549087,-82.3574575,30
40.39779909,-75.20729005,633
34.02176842,-84.33199019,19
39.92265955,-75.25608005,633
40.59406735,-74.3621741,687
42.56974609,-87.91908634,186
39.8654557,-75.4700641,633
41.4325223,-82.1787314,174
40.44767108,-78.38429421,35
33.97405936,-118.24911541,206
40.87502024,-73.12286081,246
31.99109074,-102.07330222,9
41.54425956,-87.69098861,322
40.17975482,-75.49539704,633
41.06264432,-80.67310778,150
40.29871633,-74.01178656,687
29.88474553,-95.4683982,143
42.95690373,-71.42081003,271
41.96133387,-87.99457339,322
35.92641817,-78.99705272,40
46.46972984,-122.8647976,95
35.989826,-79.8779763,40
41.84482334,-72.47461827,246
39.91051212,-78.9671011,146
41.39297596,-81.80648211,174
32.79481114,-96.66919116,116
38.64848128,-75.6196807,43
30.14498012,-93.25109331,22
35.23211699,-97.62270332,55
42.01263991,-87.99796146,322
45.68392835,-122.57377725,74
33.82703282,-98.70447893,7
41.99968646,-72.59462897,246
42.7709766,-87.83681964,186
41.2985256,-81.7117249,174
42.02097449,-93.6901545,47
35.7922645,-83.5559451,25
39.68901543,-84.21348615,117
32.74057695,-96.83387791,116
41.76569007,-70.73948025,181
40.83524754,-72.79079638,246
40.53258567,-85.67144497,45
37.68856433,-97.27380971,27
40.66513565,-81.1868336,65
42.00532015,-87.88772295,322
28.9448603,-81.2543714,60
38.23224957,-84.54485176,126
41.04994678,-75.19289757,74
42.1344657,-70.9024151,181
42.98528902,-76.34315233,58
42.25263565,-77.21845999,58
28.52820253,-81.54975582,60
29.88473983,-95.46840828,143
38.99058509,-76.9439789,125
39.9612508,-77.57267151,35
39.8660558,-86.2433724,48
37.27150591,-121.90117663,81
40.2187852,-74.14666934,687
47.27125823,-122.46699239,95
36.10893765,-87.22426143,8
42.23740201,-71.27963932,271
42.30955924,-71.83497012,56
45.49115597,-122.53872254,74
35.05082587,-85.2921246,62
42.65443286,-83.30373243,224
32.70066236,-95.87744916,116
42.37444691,-71.059214,271
42.2912675,-85.40721721,85
41.5750472,-93.7083629,47
40.32551545,-74.32848581,687
33.98175071,-118.40877348,206
32.653317,-97.1194239,70
39.5473624,-89.3098218,39
38.76524525,-90.55346819,107
33.6031559,-112.1629785,68
36.7259783,-120.0546713,37
43.65991538,-70.2816749,7
35.03002151,-81.01701815,34
41.59071369,-73.06785629,246
40.55033042,-89.62963095,39
36.08319421,-94.17668968,9
43.03603402,-78.87343435,60
30.36648394,-97.70501758,66
33.82375,-116.54314,4
29.43754631,-98.72077063,39
38.8682477,-76.91179203,125
25.88889,-80.18844,130
41.754329,-87.5877117,322
46.17040186,-119.14443703,20
41.6384678,-83.4922444,99
38.2138156,-82.9103079,29
33.78668016,-79.02493313,47
28.1463476,-81.4529119,60
36.88586718,-76.31537764,41
40.94427609,-74.2274107,465
41.5012519,-81.67223154,174
40.64126737,-75.20633162,633
37.0538754,-76.4373826,41
33.41100783,-90.89138572,9
40.88814995,-73.80387508,465
40.61681684,-75.38995137,633
44.36695532,-88.87955608,5
42.35091703,-71.10805659,271
40.69294894,-73.92014258,687
46.89235436,-102.77315582,1
40.7024203,-75.9992832,93
40.2896988,-79.8889781,146
47.52124426,-92.5326843,15
40.1372256,-79.9525893,146
40.90137013,-73.79056594,465
41.55949161,-88.06595219,322
42.98564066,-84.17563392,224
40.81304382,-74.18633357,465
40.56720519,-74.34038979,687
36.1827264,-80.27486105,75
41.06308395,-81.48652382,150
39.86855139,-75.42386527,633
35.0036048,-80.86995411,34
43.17404141,-76.29114113,58
38.86975292,-94.84005383,86
44.3975818,-88.17308199,25
45.04507756,-93.34483681,80
28.31582467,-80.74183381,60
41.89865989,-87.62388607,322
40.81466448,-74.42401148,465
40.96714476,-73.72185079,465
37.59180806,-120.97575978,81
40.91466995,-74.28495314,465
39.83462216,-75.42881738,633
41.12708762,-85.09226041,23
41.14260534,-80.56827962,150
32.43845447,-84.93031871,47
35.1657088,-89.9920705,60
42.00645064,-83.94871451,99
27.9306419,-82.3571835,80
41.80391372,-88.33344556,322
39.85465354,-88.98296091,39
33.87259481,-112.13575912,2
41.34878,-82.3109357,174
32.8694975,-79.9918314,28
39.70141808,-104.91264765,59
41.70570339,-81.33223169,150
47.14825656,-122.43445283,95
42.3731313,-88.1532668,186
42.39705538,-70.96264998,271
40.85021218,-73.86051476,465
42.07577342,-83.22314411,99
41.24482234,-75.93851604,33
35.71659533,-86.97874606,60
42.06566971,-89.09819414,9
40.7320622,-74.0628692,687
37.28446809,-80.00844574,32
41.69032544,-88.22387648,322
41.9759225,-88.1793675,322
41.73289324,-87.64325124,322
40.64609828,-111.84298751,32
36.15932222,-115.05143249,57
44.04574549,-88.54942639,25
32.84539015,-97.28789438,70
42.7912316,-77.82433354,57
33.00326132,-96.97040734,116
39.307195,-84.564573,126
35.07335587,-92.45182922,24
40.83971383,-73.38880086,465
38.68678582,-89.91974789,18
39.7276158,-90.2132528,6
39.10781016,-84.60086016,126
38.86981568,-94.83984596,86
41.13720286,-73.93315293,465
29.59738447,-98.71100293,20
39.92265955,-75.25608005,633
40.49911864,-74.44746054,687
44.86548562,-93.54113258,87
39.29255405,-86.61089731,17
25.91578463,-80.20456052,130
39.73581431,-75.66412303,633
41.3769066,-73.76759327,465
36.134588,-115.135764,57
40.59970679,-75.33525042,633
41.6897404,-83.5758554,99
40.9708234,-74.2799155,465
46.46978441,-122.86484462,95
43.2249326,-86.2169808,11
35.83465875,-96.38582439,21
35.3419514,-80.80507535,75
33.9257707,-85.59964169,62
47.08568632,-122.29841204,64
33.61777173,-112.10091806,68
41.6580544,-83.60616745,99
40.06398042,-74.11943007,687
46.46974304,-122.86480372,95
39.78775304,-75.91491669,633
33.7185834,-117.791052,100
43.0262397,-82.4912761,40
33.78392383,-79.0258455,47
32.6534221,-97.1198745,70
39.89553836,-75.28954301,633
39.01951586,-121.41332338,61
41.74661055,-72.04210086,246
39.8131458,-84.2079837,117
40.8983596,-74.2163941,465
35.34595288,-97.47080849,55
33.08566418,-97.0425965,70
32.07479788,-102.08111572,9
40.7554447,-73.99031142,687
42.01612217,-87.97374569,322
42.43220693,-83.90125409,224
38.6256593,-90.0924728,107
32.8626699,-97.01081605,116
41.53100827,-83.65931329,99
36.114646,-115.172813,57
39.52785,-80.34135,65
42.44111443,-71.03093529,271
29.5477333,-95.1063066,143
41.37152015,-93.57750387,47
40.53375218,-74.15659376,687
29.64499211,-98.03832733,66
35.13581278,-80.88701609,34
35.56490232,-80.57827326,75
41.95969584,-70.66525906,181
40.75613539,-73.98610856,687
29.73391972,-95.40676542,143
35.77717292,-78.63662789,35
32.263688,-110.95144809,14
25.91696136,-80.14610603,28
33.00318746,-96.53408301,116
42.12342702,-75.95088916,33
40.69425979,-73.9135708,687
37.33126892,-77.36927239,31
41.17435377,-75.36999371,74
32.40890962,-111.02117251,5
40.74868945,-73.86996754,687
42.3731307,-88.1532661,186
32.70066236,-95.87744916,116
29.9418193,-90.1027767,29
35.41426367,-81.01140076,75
34.23837504,-118.4685205,206
42.5798168,-87.8536912,186
40.94827522,-81.35620191,150
42.51825491,-90.70772606,9
40.17833753,-75.17908155,633
36.05058819,-96.01004899,21
42.03493855,-87.71195996,322
41.22422779,-80.80525511,150
40.28240078,-74.24803739,687
25.78049427,-80.40455365,130
34.78381991,-86.57366036,18
40.0773886,-74.9692203,633
26.56083852,-80.0748067,28
38.7711083,-90.2716065,107
41.92612795,-87.63067586,322
44.74166425,-91.38505108,16
35.0905424,-80.85291804,34
40.78272328,-73.98055403,465
40.14041411,-74.2562349,687
32.47330641,-84.98880166,47
30.45097114,-81.71796875,44
42.79196297,-77.82029979,57
38.16282129,-85.85606857,17
47.49104655,-111.30195299,3
41.6583525,-83.6825007,99
39.9305812,-75.3922291,633
40.83571318,-74.22676137,465
34.17244419,-97.12114263,7
32.9062933,-96.6487796,116
40.78805864,-73.21167775,465
37.32820198,-89.52238595,12
40.0205936,-75.1570153,633
37.05646788,-76.4195798,41
43.06491538,-87.94779829,186
42.18648374,-71.69945762,181
40.55573611,-74.2716927,687
25.77558548,-80.35104074,130
41.39631206,-81.62717109,174
37.69615875,-122.12064615,81
29.52799468,-95.17544098,21
43.06072664,-87.89497849,186
25.91570219,-80.20448961,130
35.95202927,-79.0745481,40
42.67329969,-83.30809403,224
43.1596996,-77.60963669,57
41.5531284,-90.4875017,44
40.66201,-73.962499,687
37.65747573,-122.39741668,11
37.6960253,-97.2994538,27
30.43734777,-81.58027584,44
40.82201323,-73.1607776,465
32.31816344,-95.25357415,6
37.4409,-77.47401,31
40.70119601,-74.20186067,687
29.85471473,-97.85994027,66
40.61719157,-79.1559356,146
43.0015829,-88.2261774,186
34.39926158,-119.29530794,206
39.83704039,-86.17375284,48
40.70568542,-112.03209342,32
46.4842369,-84.3450901,5
45.5689963,-94.1951966,80
42.6519356,-71.32061051,271
44.76002297,-93.5055041,87
41.37282944,-81.84810638,174
41.70046143,-83.56991242,99
33.44527681,-84.43687205,47
40.73895182,-73.48410672,687
40.21134908,-74.73319064,633
32.78684692,-97.36657617,70
26.13720545,-80.41848304,130
42.38108936,-72.52992586,56
34.02020408,-118.11932504,131
38.36746555,-89.03683157,18
34.06652195,-117.97394847,131
40.73552942,-73.67067944,687
32.3613078,-84.932572,47
46.46970025,-122.86484554,95
34.15054975,-118.61348461,206
41.37623447,-83.63554305,99
30.62118327,-96.30833954,14
40.08965087,-75.24442088,633
42.24609068,-71.90882985,56
31.8512732,-102.3645587,9
32.6132517,-97.1242932,70
41.49171949,-81.8078041,174
42.98037966,-71.41117519,271
41.39447666,-81.74056163,174
40.282878,-74.00482616,687
45.10330377,-93.44809913,80
40.86220529,-74.40557095,465
42.3093,-83.1203632,224
41.55115794,-87.23542157,322
32.62077211,-85.4597238,47
43.03562535,-82.47801907,40
40.41220004,-74.41566858,687
34.59321711,-98.45071027,7
34.16087997,-118.37310953,206
41.34501144,-88.83737097,9
45.68068834,-122.67249256,74
41.28233236,-95.99179096,35
40.80364008,-81.40570444,150
41.7031754,-81.384227,150
32.31603418,-90.18732319,6
36.0399812,-86.7690755,60
40.13518565,-84.24963753,117
40.24216031,-76.80944466,93
41.03816032,-81.63240851,174
43.00074833,-78.19694527,57
41.52788977,-72.80419625,246
33.3095736,-111.8474277,68
26.0835467,-97.1818979,38
42.38453128,-72.52976471,56
37.6265942,-77.32942202,41
42.4177847,-96.41941306,20
41.90876006,-70.98113498,181
40.25687563,-111.66681347,32
41.76537999,-70.7394722,181
40.8340298,-74.1604543,465
35.65729163,-78.57649336,35
37.73930311,-84.29984288,10
41.37852335,-73.69043605,465
36.35240052,-94.13154403,9
38.755429,-90.2265132,107
42.16005504,-71.08183732,181
30.22666424,-93.01633848,22
41.3236693,-75.789247,74
40.85027031,-73.86048524,465
33.759348,-78.819416,47
41.6747011,-83.6209814,99
40.7199864,-73.5345529,687
43.3947327,-88.1737429,186
41.89870307,-88.20753363,322
39.64833759,-84.09127476,117
33.59071439,-101.86992524,3
33.34295503,-82.07338615,22
42.4703931,-70.95654315,271
39.4842447,-88.2482157,18
41.0629743,-81.4453767,150
41.30049068,-73.25245422,465
34.04103598,-118.31107146,206
39.84507289,-75.42865293,633
40.7917998,-74.23428378,465
41.7422125,-80.7702074,150
47.80754615,-122.19962299,64
47.08522606,-122.31366634,64
40.83316038,-74.2728459,465
32.72335986,-85.19804053,47
40.82404158,-72.82952365,246
41.38258503,-71.60437758,181
41.74065147,-87.97518767,322
35.7397285,-81.2978528,75
41.53959795,-83.61725818,99
41.15582351,-81.64740348,174
39.88260185,-75.10487409,633
37.07263977,-76.31459118,41
39.6081429,-104.7283614,59
42.47314354,-73.81405913,53
41.92228812,-87.71224653,322
38.9773442,-76.51462086,125
33.64744588,-112.3761085,68
45.55443142,-94.14816156,80
40.3863347,-79.75690093,146
41.42724656,-81.64306687,174
42.70492943,-82.96175798,40
42.00726065,-88.05702072,322
40.83140143,-74.70934651,74
41.2706527,-72.9470471,246
40.76849776,-72.83678049,9
40.73848603,-73.78168016,687
41.23558997,-81.81716594,174
42.98896997,-75.25518193,28
41.53898054,-93.64063019,47
33.98257962,-81.084876,34
39.42325135,-76.322872,93
40.74717702,-73.54794272,687
40.84440014,-81.38832673,150
40.99490509,-74.18673108,465
25.4653104,-80.4912784,130
40.4116926,-74.13509789,687
38.163236,-84.903274,126
33.7516986,-84.5163854,62
40.29225406,-74.01449894,687
29.72780077,-95.36581236,143
35.9178509,-81.531403,75
35.16798513,-80.80670882,75
40.79621462,-77.86687634,11
29.62368454,-95.24262495,143
40.61617116,-75.38990841,633
45.62289327,-122.58299075,74
36.7457422,-119.76286122,37
38.6255086,-90.0921729,107
64.83593185,-147.78986544,4
41.60604038,-72.85267959,246
30.52678671,-97.809667,66
32.9421585,-80.1409987,28
34.92333279,-85.32496952,62
39.2063305,-84.40507494,126
39.03481385,-94.21064293,6
42.20370475,-71.82367952,56
42.36887276,-71.08124689,271
41.23906966,-82.1235997,174
30.454478,-86.633621,3
42.33164111,-83.27678291,224
40.62257814,-75.46280164,633
40.45867885,-87.68132554,18
44.97051239,-93.23039722,87
40.60880024,-79.93962567,146
40.76247009,-73.46526411,687
40.63051428,-74.13683984,687
27.4847619,-82.5573441,80
34.1226994,-117.9125504,131
40.26405042,-79.71049094,146
42.43791166,-79.33158405,60
27.9468157,-81.95225447,80
42.8980938,-77.29110501,58
42.3731662,-88.1532668,186
39.65676599,-104.86632459,59
33.08417711,-96.65986732,116
40.12545784,-79.46864906,146
41.91061569,-71.90388721,246
41.3502504,-82.8435913,174
38.67076934,-86.79606303,17
43.21292053,-77.94143016,57
26.15757315,-80.29155304,130
38.73274034,-82.98590252,13
44.0431942,-88.5336643,25
37.76045832,-84.29222041,10
33.87847672,-118.20248089,206
36.9749919,-86.4593059,23
39.829453,-75.2457804,633
40.63635196,-75.49976265,633
38.755429,-90.2265132,107
41.73251338,-93.59398455,47
39.87659358,-84.10752978,117
39.06764417,-94.35533094,86
39.4746793,-74.9799436,633
41.6785706,-73.0056199,246
40.8705085,-74.1063041,465
41.7950302,-87.6618712,322
40.8622313,-74.36390799,465
40.71506054,-73.6037811,687
47.6546869,-122.3173407,64
40.94429514,-73.81626532,465
29.37077608,-98.43810146,39
35.06190899,-85.13894734,62
41.86630493,-88.15731965,322
42.17485229,-72.48977839,246
38.17166619,-85.66317321,126
33.56551751,-82.33798337,22
43.01113332,-87.91809655,186
40.91125977,-73.90710105,465
26.06733295,-80.39144061,130
38.59295905,-121.41403198,61
42.82141577,-73.93231983,53
40.60063,-74.00257,687
41.78868185,-90.2227179,44
41.96317217,-73.43963198,465
38.83801857,-77.30509794,125
40.4946322,-86.129657,48
40.81960618,-73.59236998,465
33.86195746,-117.73860868,131
38.88161697,-94.5358704,86
31.3145137,-92.4499708,5
33.40381114,-111.89869987,68
39.93506015,-83.20042457,117
34.0766452,-118.29875976,206
27.41373751,-80.32186174,22
29.88474316,-95.46841018,143
41.74671742,-71.31984509,181
42.67425523,-71.33582442,271
47.89301945,-122.17633925,24
33.77266777,-84.3918983,62
42.94623293,-87.99543324,186
28.04480111,-82.6060187,80
41.7973809,-90.2593083,44
25.8594258,-80.2740135,130
38.52222597,-75.22868595,43
41.5669799,-87.3057685,322
35.64768391,-97.49419837,55
41.13714133,-95.96128338,35
34.74991859,-92.28205201,24
35.127361,-85.0182285,62
30.40252135,-89.00280226,11
39.34387787,-75.8822729,43
37.3002943,-120.467014,37
33.37454702,-112.57404163,6
40.60031262,-74.49580587,687
41.70791923,-71.94160754,246
43.13587809,-76.14528616,58
33.04882075,-96.64343066,116
46.46967775,-122.86481537,95
39.65793039,-75.09200184,633
41.59610045,-88.09370125,322
42.73107674,-84.46855542,85
30.7247509,-95.5153171,143
41.62766366,-88.16971634,322
41.47822114,-87.74058495,322
41.30537183,-73.84568078,465
42.9664886,-72.32282639,56
41.40973423,-81.69544221,174
41.2987102,-84.3743921,99
40.90610897,-74.42078901,465
47.45360061,-122.2818965,64
61.20270238,-149.75424489,16
42.09155,-75.90424,74
40.28710673,-75.0740681,633
40.81830165,-75.8652868,74
46.19521472,-122.91607451,74
27.34223623,-80.35953286,22
42.80758026,-83.70736532,224
40.97861138,-73.70726374,465
40.15037885,-76.79103293,93
29.73368105,-95.40685896,143
41.01135249,-74.04007585,465
33.40095303,-116.03906402,16
40.57597991,-74.70707353,633
30.37164744,-81.59963954,44
29.55059091,-98.62972881,20
21.31229721,-158.01590121,19
42.4017537,-92.46442785,8
42.70882202,-83.41472056,224
41.25331728,-84.12664614,99
61.3009099,-149.49694858,16
41.74276982,-70.71856746,181
37.74792521,-84.27891304,10
41.97617117,-88.16387704,322
32.64462378,-85.43109083,47
42.69818095,-87.9462707,186
42.30962362,-71.83495587,56
29.82640559,-95.47422677,143
40.03718289,-80.66191664,65
40.9904128,-75.4490998,74
38.28527883,-77.57847506,47
39.93188723,-89.05244017,39
42.24915402,-71.14005858,271
40.09814251,-75.15788711,633
39.5389025,-119.7614312,11
39.7586283,-84.2455354,117
48.07061775,-122.12786934,24
42.86449083,-78.74545191,57
29.1664682,-95.4255303,21
40.45539,-79.88306,146
42.20961201,-71.92446703,56
39.87396439,-74.86971955,633
39.0188359,-95.05146291,86
40.5503565,-74.2835738,687
40.93452366,-72.838752,246
41.7209274,-87.6983902,322
39.849085,-75.24234875,633
32.6988471,-97.31755905,70
26.32173462,-98.1897759,38
36.5334039,-87.35859275,8
34.34793147,-83.89281761,19
32.68058093,-97.16292936,70
40.80846896,-74.36717103,465
43.52613396,-96.81341835,20
42.31278916,-83.29082469,224
38.70086432,-93.22753966,6
47.45354403,-122.28205299,64
32.8708058,-96.6790458,116
40.37610843,-79.82595506,146
41.38022736,-83.64268855,99
47.06852328,-122.33262512,64
39.43111221,-89.97257334,39
39.91630149,-74.76953697,633
37.75653913,-84.29066911,10
44.84457085,-93.57514324,87
32.45541564,-92.65276808,11
42.4757449,-122.80392744,2
40.05837766,-82.88531375,25
41.6714589,-81.42349641,150
41.79784208,-70.53519472,181
