lot	lon	time
34.5801764	-83.0361006	2012-12-12
35.166042	-89.98624972	2012-12-15
45.3242415	-94.887079	2012-12-17
41.90642469	-84.0173989	2012-12-13
41.04888371	-123.67470042	2012-12-12
40.69294894	-73.92014258	2012-12-10
27.94467035	-82.46933787	2012-12-11
41.06089585	-86.23334243	2012-12-11
40.2664256	-81.8657434	2012-12-12
40.86114884	-73.90333849	2012-12-13
42.34878928	-71.10416083	2012-12-14
32.85945742	-96.99018406	2012-12-12
26.62851249	-80.12374272	2012-12-13
41.15258612	-95.94684369	2012-12-16
41.49280918	-72.84698897	2012-12-17
40.93871781	-75.93718459	2012-12-14
36.7581631	-108.4546181	2012-12-10
36.9585751	-120.07971539	2012-12-12
34.17506886	-84.5806401	2012-12-11
33.96387429	-84.20977988	2012-12-10
39.89203372	-75.23606974	2012-12-14
32.62393676	-96.87060227	2012-12-12
39.90038169	-75.28339646	2012-12-17
31.56460641	-84.20344708	2012-12-13
33.25049399	-96.69741564	2012-12-14
39.61406386	-84.22355047	2012-12-11
34.13139238	-80.90515024	2012-12-11
40.2651912	-74.6696116	2012-12-12
39.73466162	-90.27128262	2012-12-13
40.1082978	-74.1383549	2012-12-17
39.16424327	-77.21822827	2012-12-11
42.395737	-88.0589144	2012-12-15
28.4964352	-82.54353525	2012-12-15
33.6875031	-117.8643375	2012-12-15
40.83550494	-74.08757071	2012-12-12
30.43074733	-97.78506927	2012-12-10
25.46737194	-80.44962857	2012-12-10
41.5588	-88.26827675	2012-12-10
42.58650005	-83.86875308	2012-12-12
42.53548953	-82.97637892	2012-12-12
34.2077675	-118.8830459	2012-12-13
40.31973861	-74.40295682	2012-12-18
42.68300066	-73.82355675	2012-12-11
39.91937905	-75.16544315	2012-12-17
34.9222296	-77.7957302	2012-12-12
33.65661068	-117.90321938	2012-12-14
40.15011008	-75.04943252	2012-12-14
40.46446381	-81.45190858	2012-12-13
41.53917494	-90.55585258	2012-12-13
44.3199798	-96.79294227	2012-12-10
33.11683513	-87.55653664	2012-12-11
29.60290103	-98.53972831	2012-12-12
42.83154654	-73.65176003	2012-12-18
35.98960065	-115.10155767	2012-12-14
40.27539854	-81.75919795	2012-12-11
41.4676564	-86.1561035	2012-12-17
45.47690007	-122.53116441	2012-12-12
34.67574514	-86.58376921	2012-12-17
42.25264878	-83.20076735	2012-12-10
41.44702214	-74.05089495	2012-12-12
34.03521044	-84.20520085	2012-12-11
34.2686561	-79.7015015	2012-12-17
40.20015151	-75.53501053	2012-12-11
38.6292294	-121.47012	2012-12-14
34.5923967	-118.1516108	2012-12-13
44.87253228	-89.58824595	2012-12-14
28.41029216	-80.71094362	2012-12-12
39.17553551	-86.68585751	2012-12-14
34.1456413	-117.67492491	2012-12-11
25.63593573	-80.37480523	2012-12-13
41.68094533	-81.41545953	2012-12-11
40.66545213	-74.12008573	2012-12-11
45.50541141	-122.64018045	2012-12-16
41.74922575	-71.34268091	2012-12-10
39.7398895	-84.17322624	2012-12-11
28.5951652	-81.49550471	2012-12-10
35.12280696	-80.72665997	2012-12-14
43.61904302	-116.25613432	2012-12-10
39.64350502	-75.71810545	2012-12-17
41.87253883	-87.6695582	2012-12-14
39.84825564	-75.0100588	2012-12-14
40.40114208	-74.35439234	2012-12-16
41.55017281	-88.21561427	2012-12-12
41.4914268	-74.0153105	2012-12-17
40.69397361	-73.91233261	2012-12-10
41.04153936	-74.12761258	2012-12-11
41.55070136	-74.21531856	2012-12-12
34.99358378	-79.07962985	2012-12-17
42.73369842	-84.55383654	2012-12-11
40.87738052	-74.01060925	2012-12-11
39.45315542	-87.10933347	2012-12-10
39.98047855	-75.10804354	2012-12-12
40.93561691	-74.08294802	2012-12-11
41.25653608	-74.9114035	2012-12-11
28.86961295	-81.7446955	2012-12-12
40.67522408	-74.46889183	2012-12-13
40.85689525	-73.42489969	2012-12-11
40.52529608	-74.43760545	2012-12-17
37.7450378	-84.2815081	2012-12-10
33.60620947	-85.786893	2012-12-17
39.9864591	-74.20042171	2012-12-10
40.8689	-73.89055	2012-12-14
40.1428936	-74.2833907	2012-12-11
40.33006946	-76.7171983	2012-12-11
38.8591926	-94.8076788	2012-12-13
41.35708034	-72.09643836	2012-12-15
40.42230028	-74.10404954	2012-12-11
40.94774674	-81.47819943	2012-12-17
40.42399573	-74.09370627	2012-12-11
40.01016968	-82.88341678	2012-12-12
34.06537788	-118.30889152	2012-12-16
27.949834	-81.923456	2012-12-14
37.74515969	-121.51508998	2012-12-13
40.48704938	-80.05970024	2012-12-11
39.84055412	-75.11785573	2012-12-13
40.69131083	-89.62819416	2012-12-12
40.72377047	-74.66393217	2012-12-11
40.90408446	-73.81185005	2012-12-12
39.36222604	-84.40187893	2012-12-12
41.90512688	-70.96905414	2012-12-12
25.96912022	-80.3442564	2012-12-11
40.44773818	-78.38419707	2012-12-12
40.48081668	-74.2738332	2012-12-12
41.10485625	-80.64642591	2012-12-13
27.6227137	-97.30599353	2012-12-10
39.92706818	-75.16260196	2012-12-11
39.20724128	-96.60001863	2012-12-12
40.61353979	-74.07092834	2012-12-15
40.8909676	-81.59917733	2012-12-10
46.42034844	-84.35583511	2012-12-16
40.51536517	-81.46473973	2012-12-13
32.54572504	-97.31620526	2012-12-14
34.13242925	-118.35186913	2012-12-15
33.8245236	-118.2195894	2012-12-10
30.05161162	-95.36791798	2012-12-18
42.73343254	-84.55454291	2012-12-11
42.4028235	-83.3023883	2012-12-14
26.9888405	-82.0987701	2012-12-17
26.5993207	-81.8142269	2012-12-16
42.48235432	-83.17473561	2012-12-12
42.0106281	-71.4956237	2012-12-12
43.2337654	-77.6498373	2012-12-13
38.77529282	-77.4737191	2012-12-15
33.97407485	-118.2490801	2012-12-12
40.80736294	-85.81196859	2012-12-14
27.99694514	-82.27467628	2012-12-11
26.09353623	-80.14393408	2012-12-11
35.80781555	-80.81260259	2012-12-12
33.96675116	-84.68275333	2012-12-14
48.02259349	-122.08820983	2012-12-11
35.1511711	-85.2196277	2012-12-12
29.49529243	-98.66879501	2012-12-13
39.92265955	-75.25608005	2012-12-11
42.6849018	-82.78789009	2012-12-12
42.00221121	-87.98611028	2012-12-11
39.97935072	-76.68755461	2012-12-17
32.5808852	-85.4882727	2012-12-13
39.92257517	-75.2562904	2012-12-12
39.61656666	-75.68750972	2012-12-11
34.67560614	-86.58367355	2012-12-17
40.72585252	-74.0152828	2012-12-16
39.22054362	-84.3582242	2012-12-10
41.41341467	-73.46949856	2012-12-17
40.8607742	-74.19604146	2012-12-12
37.78802553	-122.27250176	2012-12-18
32.9580808	-96.9506381	2012-12-14
39.92131558	-74.85507237	2012-12-11
29.81864493	-95.46537998	2012-12-16
41.26476917	-73.02600124	2012-12-14
30.20691882	-98.0869751	2012-12-16
35.14391941	-90.03719174	2012-12-14
37.74031968	-86.38532862	2012-12-13
37.29890385	-80.0243282	2012-12-11
29.5805353	-97.9514893	2012-12-17
42.3725962	-89.4808957	2012-12-10
42.88447201	-78.85728919	2012-12-13
39.79670844	-104.91677488	2012-12-12
42.9421429	-74.18324553	2012-12-13
33.99005612	-84.4398035	2012-12-13
39.59536707	-76.99430737	2012-12-12
42.0025892	-92.5824533	2012-12-10
40.76209557	-73.99003573	2012-12-15
31.54439447	-97.19803001	2012-12-12
39.86858819	-75.42387447	2012-12-11
39.68628094	-83.95721509	2012-12-11
36.30018046	-95.17952766	2012-12-11
41.7305835	-71.573077	2012-12-17
42.31936356	-71.05935532	2012-12-12
28.3241506	-82.6098217	2012-12-12
30.17589806	-81.83371613	2012-12-11
39.0908452	-76.97384975	2012-12-11
40.77859	-74.20718	2012-12-12
40.69401727	-73.91346144	2012-12-10
36.3234078	-94.19710843	2012-12-15
40.7760691	-76.33975667	2012-12-12
40.43672868	-74.52486995	2012-12-12
39.7367589	-75.0471525	2012-12-17
34.31028279	-85.77933574	2012-12-17
41.71452684	-71.38503089	2012-12-12
40.57253785	-76.67790636	2012-12-14
30.27671518	-87.69405111	2012-12-13
40.89625388	-72.90043291	2012-12-12
37.6150669	-77.3640312	2012-12-15
29.37955172	-98.40030966	2012-12-11
36.2198799	-86.52986725	2012-12-17
42.035001	-87.7104925	2012-12-12
40.12123562	-79.87598273	2012-12-11
43.12110056	-75.19985908	2012-12-15
40.74179663	-73.84214317	2012-12-18
45.65756341	-122.51223229	2012-12-12
33.27244161	-111.87057112	2012-12-14
33.9532528	-118.2878158	2012-12-12
42.68503512	-73.8275021	2012-12-12
32.64484582	-83.64628631	2012-12-13
39.75976198	-94.78078748	2012-12-12
38.1430506	-122.2223994	2012-12-13
38.90890271	-120.01468784	2012-12-13
34.17514033	-97.1266826	2012-12-17
39.87373535	-75.379567	2012-12-11
41.71134279	-72.01221943	2012-12-14
26.5993298	-81.8141654	2012-12-15
40.66162934	-73.9508557	2012-12-16
34.1323342	-118.35179582	2012-12-15
42.58348156	-83.41969745	2012-12-10
40.06589626	-75.63593974	2012-12-14
42.5785402	-82.96874522	2012-12-13
41.20246339	-80.76236312	2012-12-18
25.88468188	-80.16693759	2012-12-12
42.47948431	-96.17528502	2012-12-10
40.69535082	-73.90172072	2012-12-10
41.3390416	-72.0659735	2012-12-10
40.81543937	-74.16551391	2012-12-11
41.42718106	-73.67644209	2012-12-11
31.62454865	-93.3888803	2012-12-17
41.66557025	-83.70567528	2012-12-13
34.25439578	-118.58906164	2012-12-12
30.18485895	-93.27182595	2012-12-15
41.65989234	-83.50252654	2012-12-17
42.89418607	-85.76528181	2012-12-13
33.2785409	-87.2932969	2012-12-16
38.37943017	-98.79094954	2012-12-17
33.50124959	-112.0753142	2012-12-12
39.46657021	-76.61248854	2012-12-12
39.5389025	-119.7614312	2012-12-15
42.24806757	-83.27624212	2012-12-14
40.6118691	-75.3741986	2012-12-10
39.90813448	-105.05189727	2012-12-16
41.46891554	-81.76382573	2012-12-17
43.0060275	-88.2237186	2012-12-14
40.72124391	-73.89062282	2012-12-14
39.61409979	-84.22359814	2012-12-12
41.30435544	-81.84645759	2012-12-17
33.5448178	-85.0388107	2012-12-18
44.93402225	-89.62548713	2012-12-14
38.41146536	-121.40385719	2012-12-16
33.79233789	-118.21261362	2012-12-14
33.87166483	-117.87249486	2012-12-14
34.91466515	-78.86828106	2012-12-13
42.55072345	-82.97353649	2012-12-17
40.61081096	-79.73049961	2012-12-14
41.73587333	-86.14405934	2012-12-16
42.34814768	-71.08715533	2012-12-12
36.31260921	-78.59854371	2012-12-12
25.8119791	-80.3754963	2012-12-16
40.20060103	-76.73502051	2012-12-13
41.3656411	-73.42773333	2012-12-14
40.78496262	-73.21346535	2012-12-17
21.64544184	-157.92615827	2012-12-12
42.53751202	-82.97240325	2012-12-10
41.22675486	-82.27416465	2012-12-10
35.11651433	-78.13665298	2012-12-11
27.97346417	-81.90985057	2012-12-14
38.9376333	-94.7263007	2012-12-11
28.59522004	-81.49551225	2012-12-12
35.49070595	-92.02897552	2012-12-13
42.4004671	-83.2675088	2012-12-10
41.19710589	-96.07445909	2012-12-12
41.20442803	-73.18656575	2012-12-12
43.60733965	-116.18961397	2012-12-13
42.9025388	-87.8582323	2012-12-12
42.10690356	-71.70186358	2012-12-14
34.80451043	-87.05427221	2012-12-17
34.4563581	-78.7694539	2012-12-13
42.08625	-70.9843682	2012-12-13
35.1632291	-89.9810069	2012-12-15
30.45097114	-81.71796875	2012-12-15
46.17053726	-119.14449132	2012-12-14
40.33400523	-74.31047922	2012-12-16
35.38406271	-118.97972857	2012-12-13
42.8758424	-71.3175605	2012-12-12
31.47862705	-100.47363505	2012-12-12
34.05886038	-118.0170899	2012-12-11
33.2070378	-79.9951763	2012-12-17
40.33678031	-76.73881649	2012-12-12
32.7984504	-97.2137717	2012-12-14
40.07193759	-74.22270123	2012-12-13
39.07439765	-84.14884388	2012-12-17
40.31413327	-74.28506133	2012-12-11
41.661049	-88.2087715	2012-12-14
38.83497183	-90.30291908	2012-12-17
41.41417778	-73.56695546	2012-12-14
25.74668053	-80.24367233	2012-12-14
29.64940667	-98.45888257	2012-12-14
42.29114726	-85.40706357	2012-12-14
26.5992555	-81.8141027	2012-12-12
40.71604295	-73.80368278	2012-12-13
43.35934572	-76.10453283	2012-12-13
39.12393329	-76.61396837	2012-12-10
43.24019937	-77.66684192	2012-12-12
41.00495529	-86.05678558	2012-12-10
36.90420115	-76.48723611	2012-12-14
34.07247876	-117.83313652	2012-12-11
37.66269649	-122.43121814	2012-12-12
42.33852454	-71.15223611	2012-12-11
39.87312089	-74.86963233	2012-12-14
35.95519673	-96.00488493	2012-12-14
38.71805419	-94.81408365	2012-12-11
41.0149269	-75.20670349	2012-12-14
40.74067175	-74.03775141	2012-12-14
29.82120727	-95.75174167	2012-12-13
40.7304049	-74.1758311	2012-12-12
37.00597799	-76.37155862	2012-12-11
40.78884355	-74.13207018	2012-12-11
31.56460231	-84.20338348	2012-12-14
28.5125132	-81.4489316	2012-12-14
40.68052866	-74.10607166	2012-12-12
41.28145027	-84.35465581	2012-12-15
37.35872555	-87.54597664	2012-12-14
26.19141408	-80.26244428	2012-12-15
41.80289606	-72.25862489	2012-12-14
38.23219885	-85.57579667	2012-12-13
42.8984404	-78.80082039	2012-12-16
47.45359923	-122.28186817	2012-12-17
27.35525945	-82.4188746	2012-12-12
40.08845667	-75.24871668	2012-12-11
40.50263533	-74.45057797	2012-12-14
29.88472517	-95.46842923	2012-12-17
40.0376022	-75.1321034	2012-12-17
42.39884095	-96.34692119	2012-12-12
30.08353938	-95.98205211	2012-12-17
39.6118936	-77.77363902	2012-12-13
42.81543575	-78.83215829	2012-12-12
34.23834231	-118.46867215	2012-12-10
43.10212435	-87.99786491	2012-12-10
35.06456116	-106.69274605	2012-12-17
30.29097323	-97.92705515	2012-12-11
36.47392654	-79.84013519	2012-12-12
44.981215	-92.9852483	2012-12-12
42.17981136	-72.8677687	2012-12-14
42.86032732	-85.86271494	2012-12-17
34.70478404	-118.14490329	2012-12-10
40.39872151	-74.48153824	2012-12-12
39.29990374	-81.62531856	2012-12-11
43.24404444	-71.57743917	2012-12-14
39.25730299	-84.57818102	2012-12-12
26.6430769	-80.21137402	2012-12-16
41.44071265	-81.80872429	2012-12-12
40.69796752	-73.92383017	2012-12-10
34.99349798	-79.07949744	2012-12-13
30.336289	-87.3471163	2012-12-17
39.43127817	-77.42938817	2012-12-16
37.59180806	-120.97575978	2012-12-12
34.67579264	-86.58383088	2012-12-17
45.51518776	-122.88820559	2012-12-14
41.38492237	-73.44934792	2012-12-13
41.14913122	-73.44818982	2012-12-12
38.93802104	-76.98490957	2012-12-17
38.76030961	-76.63512144	2012-12-12
32.88468144	-83.77391978	2012-12-17
41.55907906	-88.14370098	2012-12-12
42.13094969	-70.90348016	2012-12-11
39.860667	-83.0402592	2012-12-10
45.5556129	-94.1539461	2012-12-14
33.01586248	-96.49409529	2012-12-11
38.88646412	-94.69034004	2012-12-11
33.4358994	-112.0135811	2012-12-12
42.88438624	-78.85731734	2012-12-13
38.18094492	-85.79210757	2012-12-18
38.9057141	-94.6920301	2012-12-11
43.44956102	-76.54965178	2012-12-11
43.5062395	-83.95922483	2012-12-12
39.98494544	-76.69466927	2012-12-10
25.97738421	-80.18793782	2012-12-14
41.09373284	-73.56407361	2012-12-12
26.5992561	-81.8141029	2012-12-12
42.21102176	-71.69537333	2012-12-12
39.3342534	-94.9349044	2012-12-10
36.2531567	-115.1816294	2012-12-12
42.74449625	-83.96974915	2012-12-10
30.66455907	-88.50791176	2012-12-17
40.9054411	-74.0304388	2012-12-10
40.53755929	-74.37772995	2012-12-14
30.33202715	-87.36209689	2012-12-12
35.1718387	-89.7630077	2012-12-17
41.9401532	-88.0881659	2012-12-17
34.44037293	-82.67635815	2012-12-12
37.71528794	-97.29057805	2012-12-11
40.70928447	-74.00602452	2012-12-17
39.9958534	-83.0130355	2012-12-12
36.08301443	-79.48160112	2012-12-17
35.4410179	-88.6550429	2012-12-16
42.10604227	-72.64758719	2012-12-17
33.5640331	-86.8224522	2012-12-12
40.75291706	-73.82507672	2012-12-11
40.5539346	-74.28235514	2012-12-11
40.39021318	-105.10998434	2012-12-14
41.28427194	-81.4624479	2012-12-12
40.11563596	-74.92106045	2012-12-11
42.31445508	-83.34047381	2012-12-14
40.96689317	-74.17612968	2012-12-13
38.75363636	-120.60251141	2012-12-14
40.95262454	-74.15693281	2012-12-11
35.60423997	-94.37400514	2012-12-17
41.55860409	-81.47069687	2012-12-12
39.37031523	-77.16660711	2012-12-10
38.7864899	-90.6563576	2012-12-13
40.99861385	-75.17201358	2012-12-10
30.21168012	-95.52216511	2012-12-13
41.6188708	-83.62162283	2012-12-11
39.96174227	-75.34382572	2012-12-11
26.9888405	-82.0987701	2012-12-17
42.42865351	-83.36724587	2012-12-17
38.5549108	-90.0457216	2012-12-17
34.24026594	-84.18315148	2012-12-16
33.9211518	-84.4740966	2012-12-11
29.42199968	-95.2316016	2012-12-13
43.13798145	-75.59252652	2012-12-17
39.9628684	-74.141325	2012-12-10
42.02091797	-83.9555891	2012-12-17
39.53566432	-119.74980175	2012-12-16
39.86392576	-75.38344262	2012-12-11
37.1558907	-80.5618551	2012-12-16
40.44451362	-89.03319256	2012-12-16
48.1993847	-122.1221249	2012-12-17
41.78342416	-87.77988799	2012-12-15
40.33451024	-111.72471006	2012-12-15
34.42663115	-82.6175869	2012-12-12
41.41137604	-81.6905013	2012-12-12
43.6456971	-116.3820497	2012-12-17
40.75618336	-75.30660733	2012-12-15
38.20982259	-85.64041039	2012-12-17
40.27102998	-87.38756471	2012-12-11
34.08436418	-84.61092709	2012-12-13
42.94222534	-74.18317441	2012-12-13
41.88089132	-80.79683125	2012-12-12
26.10831204	-80.18929121	2012-12-10
38.5202976	-121.4653427	2012-12-15
43.79555761	-91.22084006	2012-12-12
40.42680341	-75.02524472	2012-12-14
41.5591003	-88.14367431	2012-12-12
35.38405131	-118.97964944	2012-12-15
37.54590941	-77.44322036	2012-12-12
42.98525579	-76.34272573	2012-12-13
39.1942194	-94.3961444	2012-12-13
37.72557473	-87.12284284	2012-12-17
45.10944605	-93.12642502	2012-12-13
42.62945789	-84.61532224	2012-12-18
39.95106516	-75.19719219	2012-12-12
39.14851042	-84.43126438	2012-12-14
39.74203968	-77.09241972	2012-12-11
45.10991215	-93.4569433	2012-12-13
41.15619579	-81.48385545	2012-12-13
41.33247149	-82.53699834	2012-12-12
38.31963433	-75.6236616	2012-12-13
42.66836652	-71.33232591	2012-12-15
26.87374195	-82.19540477	2012-12-14
40.05287836	-84.18257788	2012-12-17
37.71703	-85.8750084	2012-12-14
41.62231253	-93.83844443	2012-12-17
41.66666048	-88.07821548	2012-12-17
32.9023463	-96.7273353	2012-12-12
42.5181165	-90.7221314	2012-12-13
40.83411307	-74.16060914	2012-12-11
44.84441069	-92.96103575	2012-12-14
43.4096102	-70.5813429	2012-12-16
40.00154668	-82.0272187	2012-12-12
42.62149775	-83.00893313	2012-12-10
33.02240734	-97.03693964	2012-12-11
39.33287427	-76.55270965	2012-12-17
45.67229645	-118.80111697	2012-12-11
38.99440883	-76.91134042	2012-12-11
42.63431539	-83.36893164	2012-12-12
32.37377188	-106.77098905	2012-12-13
41.4476717	-82.1807298	2012-12-16
35.08789302	-81.67619465	2012-12-17
46.61032114	-122.90747817	2012-12-12
41.3437095	-72.0553531	2012-12-16
40.90857463	-74.85190339	2012-12-12
38.33069002	-81.59652747	2012-12-17
32.63521815	-96.90652183	2012-12-17
39.92043957	-74.92219973	2012-12-11
41.13173815	-81.45426105	2012-12-17
43.61408755	-84.28755134	2012-12-14
30.28835307	-97.7335343	2012-12-11
40.79743114	-84.10595633	2012-12-17
38.8060893	-77.1050185	2012-12-18
37.09213318	-76.39339469	2012-12-16
40.99814791	-75.17057268	2012-12-11
45.5271336	-122.5386933	2012-12-13
43.44969647	-76.54956149	2012-12-11
41.02971823	-80.76621786	2012-12-10
41.3868828	-82.0759672	2012-12-17
44.58186829	-123.29879685	2012-12-17
40.73532186	-73.67033106	2012-12-11
46.14486837	-122.88475873	2012-12-17
35.95973677	-84.07339607	2012-12-18
26.50812912	-81.91842184	2012-12-14
29.88474316	-95.46841018	2012-12-15
41.53584551	-80.70353155	2012-12-11
40.43431607	-74.56275067	2012-12-11
36.27786906	-95.83823835	2012-12-17
37.31664093	-122.02475328	2012-12-15
45.2388894	-93.31841	2012-12-12
39.10627585	-77.53241954	2012-12-11
38.01573221	-84.4621937	2012-12-12
40.53375218	-74.15659376	2012-12-12
29.71140572	-95.15416402	2012-12-13
40.93561649	-74.14954662	2012-12-17
43.13051524	-79.00386899	2012-12-12
37.96311518	-87.45253318	2012-12-12
34.65529652	-77.34340003	2012-12-11
35.05985811	-97.98285808	2012-12-12
33.93170649	-118.32412434	2012-12-17
38.88230244	-76.99468305	2012-12-14
29.47761767	-98.6093029	2012-12-15
36.26138038	-82.42669026	2012-12-13
40.54286725	-78.4115364	2012-12-11
33.9572505	-118.3470407	2012-12-11
38.7410369	-77.0974447	2012-12-14
26.57139718	-80.06765729	2012-12-13
35.88917417	-77.56140724	2012-12-12
41.68214097	-87.71748551	2012-12-12
37.34044564	-79.98382944	2012-12-16
35.16591757	-89.98613521	2012-12-11
44.66854548	-93.63110351	2012-12-13
41.05595191	-83.64664765	2012-12-17
40.62452744	-75.40853469	2012-12-11
32.28557201	-81.64675933	2012-12-14
35.21018217	-111.65900443	2012-12-12
39.9449192	-81.99246604	2012-12-17
42.00422973	-83.32350852	2012-12-16
41.14474946	-87.87516407	2012-12-12
39.92050255	-75.16181635	2012-12-10
40.9054137	-74.5509826	2012-12-12
39.19000386	-84.36770685	2012-12-13
41.68338091	-70.47233451	2012-12-11
41.1845136	-80.755649	2012-12-16
41.67986	-72.75163	2012-12-15
37.4929951	-120.82862478	2012-12-14
40.7480593	-73.63561322	2012-12-12
39.90163375	-79.73985734	2012-12-12
34.78381991	-86.57366036	2012-12-13
44.91601175	-92.95277579	2012-12-12
35.10530919	-106.58629913	2012-12-12
29.41994708	-98.57159662	2012-12-15
32.383596	-90.0375234	2012-12-16
37.7974787	-120.994701	2012-12-11
33.99006962	-84.43987238	2012-12-13
36.16157872	-82.80266548	2012-12-11
41.82999092	-76.1787471	2012-12-10
26.74526591	-80.10920286	2012-12-12
29.65627	-95.57017	2012-12-17
40.72632187	-73.3067296	2012-12-12
33.9740819	-118.249106	2012-12-12
36.04382768	-89.39775787	2012-12-14
41.74793951	-70.6170685	2012-12-16
41.65520072	-83.60998606	2012-12-12
37.51410296	-77.68124616	2012-12-14
36.16737911	-86.77928722	2012-12-17
41.6955111	-86.8641659	2012-12-17
34.29134675	-85.21573327	2012-12-14
30.77041818	-81.57835573	2012-12-14
29.73387761	-95.40648269	2012-12-16
40.34825578	-80.47684461	2012-12-18
34.86161763	-79.37423785	2012-12-17
26.26269807	-98.24469192	2012-12-17
39.63318083	-79.95466482	2012-12-11
38.8009522	-90.7504743	2012-12-10
27.94602666	-82.46507527	2012-12-11
32.77341809	-96.90792446	2012-12-12
42.4703433	-70.90546886	2012-12-10
41.556805	-71.46931931	2012-12-16
36.1956666	-95.9866753	2012-12-17
34.93360561	-91.96953326	2012-12-12
46.61032114	-122.90747817	2012-12-12
29.86216942	-89.90638697	2012-12-14
40.6998114	-73.5077171	2012-12-11
36.114646	-115.172813	2012-12-10
42.298992	-71.440284	2012-12-14
40.17689591	-79.04482598	2012-12-10
32.9483996	-96.9515761	2012-12-13
33.5530332	-112.20915081	2012-12-17
42.61845077	-79.10075457	2012-12-17
42.54436058	-71.22987223	2012-12-11
39.5852423	-76.3651065	2012-12-13
40.93289276	-74.12826034	2012-12-14
34.0844715	-84.6108973	2012-12-12
34.11023517	-118.19655539	2012-12-15
33.95808985	-117.71069954	2012-12-11
40.27347628	-80.99735948	2012-12-14
40.94300522	-90.35681637	2012-12-12
40.26405042	-79.71049094	2012-12-17
37.12728148	-121.6665048	2012-12-12
37.59177068	-120.97578761	2012-12-12
41.08157961	-111.92959424	2012-12-17
41.28231733	-95.99188564	2012-12-17
40.83529978	-74.14631613	2012-12-11
32.52250545	-92.19443024	2012-12-16
47.1151223	-122.31423841	2012-12-11
33.65890862	-117.90490753	2012-12-15
38.8042325	-104.7604764	2012-12-12
39.2618819	-84.5093509	2012-12-13
38.76866046	-104.65519954	2012-12-14
38.08179011	-84.4719984	2012-12-12
40.8502637	-73.86054385	2012-12-14
18.22267127	-66.22243798	2012-12-11
38.67412244	-85.78441232	2012-12-10
45.49592236	-122.86673683	2012-12-12
39.36229161	-74.55262296	2012-12-14
42.90190813	-85.72981755	2012-12-14
40.17532703	-79.86137344	2012-12-17
33.759348	-78.819416	2012-12-17
37.3668737	-78.83070658	2012-12-17
40.444239	-89.03313965	2012-12-12
40.50475582	-74.22917442	2012-12-17
40.43437202	-79.81481963	2012-12-17
39.3025599	-76.42985081	2012-12-14
41.9897214	-70.96684338	2012-12-14
39.21523066	-74.72179941	2012-12-17
40.09814778	-75.15789845	2012-12-11
34.1496296	-118.2778751	2012-12-13
38.86704	-94.7799868	2012-12-13
33.7030766	-78.9456746	2012-12-13
32.21534515	-110.94985217	2012-12-13
41.56174	-74.18648	2012-12-12
38.30239476	-77.74111591	2012-12-13
39.16662702	-78.16303435	2012-12-11
36.69438732	-76.25720481	2012-12-14
34.14829154	-80.9218894	2012-12-10
39.9009473	-75.30324725	2012-12-11
27.82091676	-98.03495531	2012-12-10
40.02101859	-79.8814882	2012-12-18
42.9154489	-78.8841554	2012-12-16
38.91058007	-94.66095831	2012-12-17
40.08578694	-74.05298422	2012-12-12
32.07478801	-102.08125761	2012-12-12
40.37235243	-111.92622394	2012-12-16
40.29881973	-74.36642332	2012-12-17
37.6922407	-122.11503524	2012-12-16
40.82283271	-73.03067182	2012-12-17
61.15227837	-149.98467464	2012-12-10
33.4877471	-82.16315565	2012-12-14
46.9703783	-123.8486007	2012-12-10
26.15844965	-97.81525978	2012-12-15
39.02892682	-94.57160707	2012-12-14
32.35010596	-97.18388045	2012-12-12
39.91189201	-75.33845744	2012-12-13
32.580861	-85.4882963	2012-12-12
40.61621613	-75.3898743	2012-12-11
39.98607882	-105.11188885	2012-12-14
39.22079163	-84.42674987	2012-12-10
40.7130019	-73.94929379	2012-12-14
38.2182943	-84.26074781	2012-12-10
41.11076905	-81.84717619	2012-12-13
34.9510718	-82.1879893	2012-12-12
42.291592	-71.0613938	2012-12-11
25.94750883	-80.22386117	2012-12-17
42.02383584	-93.65686895	2012-12-11
40.12894238	-74.04570898	2012-12-10
40.0732945	-74.9771765	2012-12-12
43.58650372	-83.93536046	2012-12-14
28.4517546	-81.1916911	2012-12-15
42.48045204	-85.71635169	2012-12-12
40.45169703	-74.2833807	2012-12-11
34.12950595	-117.86034787	2012-12-17
31.7547617	-93.1044401	2012-12-11
26.09066675	-80.20518523	2012-12-17
34.03011531	-118.16303863	2012-12-10
39.11687024	-76.549318	2012-12-11
39.5186326	-104.7533191	2012-12-15
28.4651489	-81.35698261	2012-12-17
40.67575784	-73.92812945	2012-12-15
35.8690236	-77.8297298	2012-12-17
35.77148163	-87.00985643	2012-12-10
28.35360562	-81.32796589	2012-12-17
40.2966145	-78.94475954	2012-12-14
42.6172778	-83.5141469	2012-12-14
45.5282641	-122.5391788	2012-12-17
34.0514538	-118.26195758	2012-12-17
33.0164766	-96.49483658	2012-12-11
34.25516016	-119.26400919	2012-12-12
40.84845593	-74.08112233	2012-12-11
37.13427359	-80.55586176	2012-12-13
29.87928	-97.91411	2012-12-12
25.628282	-80.39190077	2012-12-12
40.60887457	-74.08810582	2012-12-12
38.12303656	-85.61643091	2012-12-14
25.90819342	-80.15810431	2012-12-14
32.46272018	-80.79937725	2012-12-17
40.91499471	-84.0648672	2012-12-12
29.63665554	-95.47597594	2012-12-17
34.03027405	-117.8045408	2012-12-14
