lot	lon	time
41.5032901	-88.1567778	2012-12-12
41.39111376	-71.47490079	2012-12-18
38.45512638	-81.94215293	2012-12-11
38.7851109	-97.61276669	2012-12-12
33.833639	-117.9225054	2012-12-12
39.40173965	-74.52147461	2012-12-17
40.90248522	-74.04172028	2012-12-12
40.24543968	-75.6339654	2012-12-11
41.67360902	-93.70476893	2012-12-14
45.36648472	-94.71096561	2012-12-13
40.69791498	-73.29338154	2012-12-11
38.88456554	-75.82655084	2012-12-10
43.02171263	-89.5122544	2012-12-14
40.29733909	-76.73015841	2012-12-11
41.34288772	-81.87298925	2012-12-17
34.20965406	-118.8487268	2012-12-12
40.25521624	-74.05029707	2012-12-17
41.73251338	-93.59398455	2012-12-12
34.6728156	-82.95220748	2012-12-15
38.755429	-90.2265132	2012-12-11
40.74596202	-73.12953964	2012-12-11
30.37535454	-97.75365495	2012-12-12
37.6131012	-122.40629937	2012-12-12
40.83524754	-72.79079638	2012-12-12
41.23118922	-88.83449963	2012-12-12
37.7319793	-85.8788106	2012-12-14
30.2346542	-85.61934357	2012-12-12
40.74899188	-81.37251305	2012-12-12
42.30169535	-83.34354483	2012-12-17
41.7950302	-87.6618712	2012-12-10
44.04532677	-88.54998473	2012-12-17
40.92512174	-74.26744464	2012-12-11
34.99843104	-80.92980629	2012-12-11
38.73841009	-76.94395107	2012-12-12
41.91446753	-71.91448875	2012-12-10
41.0602009	-75.0496779	2012-12-12
40.74603786	-73.99053493	2012-12-14
40.59268035	-73.92559857	2012-12-17
37.640654	-77.5202543	2012-12-12
39.92452952	-75.16551624	2012-12-10
29.57063915	-97.94704638	2012-12-10
40.76199773	-73.7867251	2012-12-17
34.03371281	-117.92411542	2012-12-17
35.1632291	-89.9810069	2012-12-15
26.03328747	-80.18233742	2012-12-11
39.3249844	-78.6919396	2012-12-13
37.252145	-121.946598	2012-12-11
35.1649534	-89.9839502	2012-12-12
33.22982806	-96.9074715	2012-12-17
41.93868014	-87.78615044	2012-12-13
40.80893537	-77.85843807	2012-12-11
38.52210196	-75.228824	2012-12-11
41.4670301	-87.4083615	2012-12-12
26.5992461	-81.8141289	2012-12-12
34.1797546	-82.20913318	2012-12-14
36.0791811	-86.7213764	2012-12-16
42.13168482	-72.79722684	2012-12-11
41.766195	-70.73957282	2012-12-17
41.72194711	-87.93678144	2012-12-12
41.52822269	-74.14560698	2012-12-10
42.38652141	-87.83633515	2012-12-15
40.79575097	-77.86224112	2012-12-15
44.03740799	-88.569144	2012-12-11
33.83691459	-117.59047489	2012-12-15
42.71343681	-87.8237846	2012-12-13
42.94844228	-73.66982396	2012-12-14
35.1632291	-89.9810069	2012-12-15
48.04944951	-122.14294918	2012-12-13
42.99153901	-78.95814671	2012-12-14
36.02295543	-115.08290919	2012-12-12
41.99091793	-70.99282455	2012-12-11
38.67942529	-90.39335333	2012-12-12
41.83715447	-70.95034045	2012-12-18
48.00004713	-122.20496998	2012-12-17
33.6208896	-97.1309804	2012-12-17
33.7733561	-84.2968302	2012-12-11
32.529498	-92.07516184	2012-12-10
32.96406108	-80.07043105	2012-12-16
39.88241489	-105.11640534	2012-12-13
34.16786232	-80.87967875	2012-12-14
42.57432688	-82.9908079	2012-12-17
39.0128144	-94.22368049	2012-12-14
41.44082033	-90.42534253	2012-12-12
39.28306714	-81.56764511	2012-12-10
33.89806663	-80.00845271	2012-12-12
47.45354403	-122.28205299	2012-12-17
37.3070611	-77.2915085	2012-12-17
33.70656626	-116.23138775	2012-12-12
40.870578	-74.1007396	2012-12-11
39.57280157	-75.47559217	2012-12-12
40.8197027	-74.20844765	2012-12-11
39.94609904	-74.21859487	2012-12-16
39.40453632	-77.34604766	2012-12-11
43.06261323	-83.65128838	2012-12-10
30.49456769	-88.2518408	2012-12-15
39.76900653	-94.83380043	2012-12-12
40.12545987	-79.46887971	2012-12-10
33.75772024	-84.39641607	2012-12-13
41.7258872	-86.1559441	2012-12-17
39.25567292	-77.22097968	2012-12-11
34.01228614	-117.45557402	2012-12-13
42.34076945	-71.24215437	2012-12-18
33.0677962	-96.7036359	2012-12-14
40.65852702	-74.48036534	2012-12-11
40.73015305	-73.23545049	2012-12-17
34.0114638	-117.4604109	2012-12-11
40.06868195	-74.06424075	2012-12-10
41.70765343	-71.94154042	2012-12-15
40.85740508	-73.98678064	2012-12-11
27.87389645	-82.51465637	2012-12-14
27.94640016	-82.4683093	2012-12-11
29.88474553	-95.4683982	2012-12-17
41.9866635	-92.5910138	2012-12-16
42.54097119	-87.8382402	2012-12-13
35.34590711	-97.47072767	2012-12-17
42.5446357	-71.0962309	2012-12-11
27.58529762	-99.45394047	2012-12-16
39.61681804	-86.08505136	2012-12-12
41.22801738	-73.23643279	2012-12-10
33.41629833	-111.92860432	2012-12-11
42.7337506	-84.55364526	2012-12-11
28.59709123	-81.53089266	2012-12-15
36.91772642	-89.34492363	2012-12-13
41.48690217	-74.21450451	2012-12-17
33.13081288	-117.16051014	2012-12-10
39.21892046	-84.59751056	2012-12-12
42.66419686	-83.02690232	2012-12-14
39.8340753	-75.24005107	2012-12-10
29.8467309	-95.5243836	2012-12-13
40.43415833	-74.56266463	2012-12-12
40.9393157	-72.8911525	2012-12-11
39.74691299	-104.90372266	2012-12-12
38.76106518	-77.08695421	2012-12-12
35.09364558	-89.80314349	2012-12-15
34.76528889	-84.98801072	2012-12-17
43.6921528	-70.28738022	2012-12-12
42.93915247	-87.92951424	2012-12-11
42.92687382	-78.73158778	2012-12-17
38.6772059	-77.3348779	2012-12-12
39.64593457	-86.53458805	2012-12-17
32.96363318	-80.19320079	2012-12-18
42.73094203	-84.55237633	2012-12-11
41.7507738	-70.59861107	2012-12-14
39.56528198	-76.37143096	2012-12-12
40.66007953	-73.508436	2012-12-17
36.05712601	-95.6885432	2012-12-12
30.8848453	-83.25763547	2012-12-13
41.6752253	-83.6839198	2012-12-17
42.12304481	-70.91930945	2012-12-11
37.7486385	-122.1991985	2012-12-16
39.15282764	-83.93925788	2012-12-12
29.6812543	-95.2240465	2012-12-14
40.80843212	-74.36717931	2012-12-11
38.26684857	-84.50984412	2012-12-13
34.27875699	-118.41891318	2012-12-13
40.62350995	-74.02332469	2012-12-13
30.55173807	-87.21572099	2012-12-12
40.69783129	-73.29326926	2012-12-11
39.68340413	-88.3128786	2012-12-12
40.67855367	-73.54005307	2012-12-17
40.9919244	-74.03282289	2012-12-13
39.62101165	-87.28487563	2012-12-16
45.75422381	-122.64770262	2012-12-17
33.9137522	-118.125766	2012-12-10
38.20262482	-85.61996931	2012-12-14
42.79538211	-83.70473068	2012-12-18
41.52818784	-74.14533058	2012-12-10
40.7620074	-73.34020625	2012-12-12
33.02606	-116.87771	2012-12-17
27.02749562	-80.11346167	2012-12-14
38.72106784	-121.33332632	2012-12-13
43.0055403	-76.20100517	2012-12-12
42.3496691	-71.30996178	2012-12-16
45.64370824	-122.48494821	2012-12-12
48.02790003	-122.07065402	2012-12-12
35.65352212	-78.82831329	2012-12-17
33.41982549	-111.76098341	2012-12-14
36.7557246	-108.5081391	2012-12-15
42.92982758	-88.07044256	2012-12-12
40.89623567	-72.90035207	2012-12-11
36.37860117	-86.47320963	2012-12-11
42.8382334	-88.74518369	2012-12-12
40.71521331	-73.49416128	2012-12-11
40.74695502	-73.08721052	2012-12-12
42.70213735	-73.85964724	2012-12-14
40.67647004	-74.10826551	2012-12-11
40.55792501	-75.55369219	2012-12-15
32.51520093	-92.18518728	2012-12-12
37.76077394	-84.29206928	2012-12-12
37.263689	-80.031392	2012-12-11
29.88474316	-95.46841018	2012-12-15
29.993043	-95.1714849	2012-12-11
40.52380751	-79.84040706	2012-12-11
40.85053687	-74.02055246	2012-12-11
45.5689963	-94.1951966	2012-12-17
38.8693635	-76.9105002	2012-12-15
39.36539415	-84.27926616	2012-12-13
41.3212632	-73.11650844	2012-12-14
40.81016145	-73.13133094	2012-12-18
39.84464	-105.05439	2012-12-15
40.91473625	-74.28489715	2012-12-11
40.53876054	-77.62441099	2012-12-11
26.16020884	-97.9097129	2012-12-14
40.32595071	-79.69726506	2012-12-17
32.3694933	-111.07225712	2012-12-13
40.15508651	-74.30013208	2012-12-17
46.8008432	-92.09398375	2012-12-14
42.73360396	-84.55575199	2012-12-11
40.39343648	-74.39325043	2012-12-11
47.8738583	-122.1937379	2012-12-17
42.96669994	-88.11455211	2012-12-13
42.0577903	-87.7573248	2012-12-11
26.10243476	-80.37915171	2012-12-15
42.06690982	-76.80815126	2012-12-15
40.18036291	-76.92738817	2012-12-11
40.76746723	-111.83327408	2012-12-11
38.7452173	-94.45705537	2012-12-17
33.32602816	-111.76882228	2012-12-14
42.67429231	-71.33615451	2012-12-12
40.3888885	-79.92152788	2012-12-11
27.98736034	-82.13094283	2012-12-12
40.62196605	-75.48638119	2012-12-11
32.22673522	-98.22129223	2012-12-10
35.1657088	-89.9920705	2012-12-14
35.3749752	-79.8922513	2012-12-11
40.8540498	-82.32452906	2012-12-17
43.60823167	-73.18252403	2012-12-14
33.02747052	-96.55139241	2012-12-12
26.09066675	-80.20518523	2012-12-17
42.79635662	-73.91683632	2012-12-14
41.24998363	-75.87663037	2012-12-13
39.34791516	-86.03500621	2012-12-17
40.99107368	-74.30786921	2012-12-17
40.63400851	-112.03208419	2012-12-12
40.95799479	-73.82619909	2012-12-11
39.51623655	-84.73946447	2012-12-10
33.65013301	-117.86448565	2012-12-11
35.65188976	-97.46799135	2012-12-10
26.14566947	-80.22102441	2012-12-10
40.13189389	-74.06327705	2012-12-11
40.0319159	-105.06110251	2012-12-15
32.85928581	-96.990277	2012-12-12
40.201835	-79.935805	2012-12-14
33.9475646	-83.4594499	2012-12-10
42.64877272	-73.7781081	2012-12-11
42.27521401	-83.74263296	2012-12-15
26.09068306	-80.20514005	2012-12-17
37.22560348	-86.69370033	2012-12-10
41.96164203	-87.99475894	2012-12-11
41.72727212	-83.61175102	2012-12-13
39.7396011	-75.5997309	2012-12-10
40.4207687	-79.69428765	2012-12-17
29.96140526	-90.383275	2012-12-14
28.40815867	-81.4608543	2012-12-14
40.69790868	-73.29353644	2012-12-11
42.37467716	-85.24556584	2012-12-12
42.46713399	-92.34189825	2012-12-10
41.9570058	-83.4135155	2012-12-13
27.34226058	-80.35956429	2012-12-11
30.30980811	-81.50701792	2012-12-12
42.68562667	-73.82861818	2012-12-10
40.6195702	-75.42816393	2012-12-13
42.39430125	-71.53024185	2012-12-12
41.46966665	-81.76885315	2012-12-17
33.073283	-87.5711639	2012-12-14
45.24422416	-93.32565246	2012-12-12
34.83383603	-102.39269346	2012-12-14
35.95374837	-83.93157243	2012-12-12
33.2347801	-97.1492263	2012-12-14
42.94827623	-74.17398965	2012-12-10
40.08952254	-74.98309476	2012-12-13
42.02400489	-88.07601632	2012-12-13
36.80666985	-119.70826057	2012-12-14
40.74938564	-81.37252312	2012-12-12
32.624905	-97.38059387	2012-12-12
36.22929814	-115.29481402	2012-12-17
39.27038656	-75.59151432	2012-12-11
32.84296903	-96.84517575	2012-12-12
40.2508878	-76.9183007	2012-12-18
40.4477679	-74.5020409	2012-12-16
40.72737983	-74.07316836	2012-12-12
35.04640323	-89.95952836	2012-12-12
44.15064957	-93.97615781	2012-12-12
47.55057219	-117.19817768	2012-12-11
27.9487382	-82.2278275	2012-12-14
34.78441133	-86.56296187	2012-12-12
45.23264806	-93.29315823	2012-12-12
39.34281439	-76.44009074	2012-12-14
33.80660964	-117.2755403	2012-12-11
37.8995389	-78.3118001	2012-12-17
35.54737487	-81.1120579	2012-12-17
39.7769575	-86.2984161	2012-12-17
42.31752771	-84.44201323	2012-12-16
42.45523873	-96.34058805	2012-12-12
32.7727469	-79.9547032	2012-12-17
40.68951845	-81.17654613	2012-12-13
42.24647323	-71.85135142	2012-12-12
37.89206011	-81.5315747	2012-12-17
41.18771236	-73.18684767	2012-12-12
39.84757875	-84.30241009	2012-12-16
28.47523	-81.3091513	2012-12-11
25.8330315	-80.29357612	2012-12-12
41.0715832	-80.72386787	2012-12-13
33.65920057	-117.90485147	2012-12-14
43.59981854	-116.29556514	2012-12-12
39.95852114	-75.18972721	2012-12-12
35.07551547	-80.95321309	2012-12-11
38.5460918	-75.5444919	2012-12-11
42.58012977	-82.87960088	2012-12-14
40.67345068	-74.11927745	2012-12-11
36.5026675	-76.09655583	2012-12-13
34.025266	-118.2027369	2012-12-17
34.55014273	-112.40657587	2012-12-17
40.77823922	-72.84340763	2012-12-11
40.94431548	-74.2275573	2012-12-11
40.06247699	-79.88476192	2012-12-15
42.93363665	-71.45310477	2012-12-12
40.7135873	-73.351522	2012-12-14
42.22765399	-71.74277217	2012-12-18
30.28957	-97.725845	2012-12-17
38.5144269	-121.4319437	2012-12-13
39.80636027	-75.89588447	2012-12-11
44.2864127	-94.4461241	2012-12-14
39.48956121	-84.4749816	2012-12-15
41.1232112	-85.1888782	2012-12-13
40.27284231	-81.67367362	2012-12-18
41.48947866	-90.58147207	2012-12-17
36.7810569	-88.6077328	2012-12-14
26.1400149	-80.1393778	2012-12-15
38.9518226	-80.24324444	2012-12-11
40.068236	-74.9672424	2012-12-11
42.02079501	-83.95602257	2012-12-17
39.24285611	-81.65015853	2012-12-12
30.51989772	-87.90890833	2012-12-17
41.67883763	-88.26956405	2012-12-18
41.35908889	-93.54347771	2012-12-12
36.04492565	-115.17996468	2012-12-17
39.9899446	-74.99514558	2012-12-11
34.1864216	-80.7725528	2012-12-17
41.3509928	-81.67098786	2012-12-15
39.4842447	-88.2482157	2012-12-13
35.4813791	-97.4962388	2012-12-12
40.86519079	-74.19554425	2012-12-11
32.88791194	-96.57624984	2012-12-15
35.1571354	-81.4764	2012-12-11
40.82172744	-79.93016115	2012-12-17
33.5508557	-86.90316581	2012-12-13
40.4317757	-3.6999838	2012-12-17
33.90543355	-118.33419487	2012-12-17
40.89612462	-72.90019241	2012-12-10
33.8245236	-118.2195894	2012-12-10
40.5674336	-88.6113743	2012-12-14
42.55350888	-83.14388752	2012-12-12
40.37158607	-79.98007976	2012-12-14
41.78833219	-74.0244627	2012-12-11
41.1817965	-82.24050381	2012-12-14
18.253736	-66.0388138	2012-12-14
33.5448178	-85.0388107	2012-12-18
40.49813403	-88.91582185	2012-12-17
39.140374	-94.7600315	2012-12-14
46.4710211	-84.3381802	2012-12-17
47.06853397	-122.33273637	2012-12-12
33.1866835	-94.77588027	2012-12-11
41.5297267	-81.4855888	2012-12-12
43.0951493	-79.0573435	2012-12-15
26.23579537	-80.22631607	2012-12-14
30.08415607	-95.52798637	2012-12-16
41.9445306	-91.7149584	2012-12-11
41.0607951	-81.4482303	2012-12-12
39.7624573	-84.0600509	2012-12-11
38.9531562	-77.44938895	2012-12-14
40.55674586	-74.13140663	2012-12-11
41.378972	-81.8757545	2012-12-10
21.3241014	-157.8761648	2012-12-14
29.74147031	-95.43472082	2012-12-16
44.09625284	-70.20533024	2012-12-12
33.399778	-94.0892042	2012-12-17
40.305104	-88.14027496	2012-12-13
37.67005862	-97.27219887	2012-12-12
41.40010297	-82.01931783	2012-12-17
39.94209	-75.29415	2012-12-17
43.10499365	-77.60897613	2012-12-12
39.0282518	-84.45586336	2012-12-14
25.694454	-80.4179078	2012-12-17
34.49619852	-97.09248407	2012-12-14
39.27894757	-81.53197264	2012-12-12
34.61704737	-86.99367075	2012-12-12
40.8687431	-74.12349974	2012-12-11
42.91529252	-78.89951723	2012-12-17
34.43073435	-103.17623456	2012-12-12
35.42941671	-77.4319779	2012-12-17
36.56228794	-86.25471414	2012-12-14
34.84958111	-89.97633435	2012-12-13
30.26146202	-81.64243533	2012-12-14
39.28388536	-80.28189003	2012-12-16
42.9647826	-78.66877263	2012-12-12
41.4234021	-82.22232956	2012-12-13
41.51920323	-88.12605963	2012-12-13
33.3641406	-112.58592708	2012-12-12
38.92433591	-84.54448507	2012-12-17
35.31380473	-80.72494505	2012-12-14
35.6647229	-81.95965	2012-12-16
41.33676285	-75.92367061	2012-12-10
39.05229776	-94.24027452	2012-12-10
41.97407453	-87.8001105	2012-12-15
40.83370102	-81.77123839	2012-12-14
43.13504918	-75.21143046	2012-12-16
32.81768487	-97.16844275	2012-12-17
41.4013456	-81.542144	2012-12-17
38.56179768	-76.08859817	2012-12-12
41.364313	-72.91197846	2012-12-15
42.54997764	-71.12610759	2012-12-14
34.2077675	-118.8830459	2012-12-11
33.5991679	-81.8542977	2012-12-12
46.46974568	-122.8648033	2012-12-14
33.10346466	-96.81497963	2012-12-10
29.9736834	-90.00645267	2012-12-12
33.38106052	-111.95216468	2012-12-15
30.3724542	-97.6820455	2012-12-17
37.76046289	-84.29218755	2012-12-12
42.28658298	-71.59555052	2012-12-15
41.41310322	-82.70244797	2012-12-12
41.34286454	-81.87299017	2012-12-17
39.1533483	-77.22887628	2012-12-11
42.3092512	-83.1203703	2012-12-17
41.1573797	-81.4444322	2012-12-12
41.07158928	-80.72387039	2012-12-13
40.0681585	-75.24608893	2012-12-18
41.38494134	-73.44913034	2012-12-15
36.23444302	-119.34739112	2012-12-17
41.16370312	-80.69917747	2012-12-16
33.83382858	-118.21812579	2012-12-12
41.6752253	-83.6839198	2012-12-17
38.21388374	-79.37513193	2012-12-10
42.45240368	-71.36537575	2012-12-15
40.79901463	-73.57549428	2012-12-11
29.01389533	-95.39959116	2012-12-17
34.7723343	-86.550219	2012-12-12
39.14859738	-84.63535901	2012-12-11
38.90634841	-77.0751534	2012-12-11
40.67522408	-74.46889183	2012-12-13
34.55874259	-118.04126607	2012-12-12
37.69654627	-77.42191242	2012-12-15
27.41390347	-80.32204413	2012-12-12
34.44827653	-82.63167855	2012-12-13
38.9937696	-76.9912567	2012-12-17
41.33734725	-82.0763768	2012-12-17
39.28690963	-76.63735577	2012-12-13
38.24512569	-85.62510587	2012-12-16
38.21370572	-85.35641378	2012-12-14
32.51508176	-92.18525528	2012-12-10
40.2164208	-74.6807781	2012-12-11
43.1242208	-75.2156598	2012-12-14
44.0475361	-88.526646	2012-12-17
30.07365745	-97.8422164	2012-12-17
33.57955677	-83.71230258	2012-12-18
38.28029806	-121.99853734	2012-12-12
32.91466318	-83.71025917	2012-12-13
34.23974116	-116.96662888	2012-12-14
42.02601675	-88.3136775	2012-12-16
43.10075947	-76.16676911	2012-12-16
40.60575394	-73.99219547	2012-12-12
40.54084631	-75.59361046	2012-12-17
32.25006	-110.83241	2012-12-16
34.17891825	-97.13074465	2012-12-17
38.42889012	-120.73593938	2012-12-13
36.1213676	-95.8422647	2012-12-12
39.10571568	-84.36746232	2012-12-11
41.3977097	-81.799573	2012-12-12
41.13387399	-81.46734203	2012-12-17
40.06377812	-85.68538142	2012-12-11
40.66950203	-74.24151635	2012-12-14
